Export;EXP-2024-001 (2024-08-26T10:53:41+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-06-08T01:00:00+01:00;2024-06-08T02:00:00+01:00;9;12.62;6.36;31.09;11.33;29.58;14.35;26.03;25.26;19.19;19.86;22.02;22.77;17.03;11.25;5.4;33.35;29.61;8.83;15.6;10.45;33.14;24.66;29.13;33.9;15.7;19.26;11.5;14.11;12.53;21.24;30.61;9.7;9.79;11.63;9;19.56;13.43;;7.53;8.47;8.98;7.16;9.37;5.4
NO2;uur;µg/m³;2024-06-08T02:00:00+01:00;2024-06-08T03:00:00+01:00;7.21;18.27;4.99;24.62;9;38.07;9.76;16.63;17.45;15.72;16.89;12.8;18.51;18.05;11.06;8.44;30.58;18.58;8.37;11.88;11.14;25.57;14.56;24.07;26.67;12.21;18.36;10.02;9.16;9.95;16.67;25.48;9.06;9.55;11.08;9.93;18.32;12.91;;7.06;8.51;7.15;6.08;8.72;5.08
NO2;uur;µg/m³;2024-06-08T03:00:00+01:00;2024-06-08T04:00:00+01:00;7.71;19.01;6;18.35;8.82;46.61;11.48;12.74;17.96;15.81;14.99;13.61;18.69;19.06;9.41;7.98;28.16;11.58;8.1;13.56;14.26;30.33;15.09;29.75;30.32;11.63;20.88;9.22;7.82;12.55;15.57;18.09;11.3;9.36;10.78;11.74;20.5;16.04;;6.04;8.39;8.47;6.07;9.12;5.89
NO2;uur;µg/m³;2024-06-08T04:00:00+01:00;2024-06-08T05:00:00+01:00;9.21;16.26;6.7;12.4;9.07;28.11;16.63;16.39;18.71;19.73;17.54;11.61;13.28;17.28;9.01;8.1;39.37;11.13;13.93;19.63;15.46;32.45;18.4;27.41;32.62;9.65;17.34;8.25;7.2;12.15;17.73;20.3;11.6;12.63;10.66;12.34;20.89;17.38;;7.29;8.48;10.04;6.01;9.13;7.3
NO2;uur;µg/m³;2024-06-08T05:00:00+01:00;2024-06-08T06:00:00+01:00;9.58;17.66;7.22;10.13;7.74;14.11;17.43;16;19.18;23.55;18.92;10.9;14;15.69;11.32;8.48;35.89;16.89;12.44;19.14;19.55;32.14;18.37;24.55;33.67;12.43;14.02;7.03;9.32;19.15;22.93;19.2;17.03;12.96;9.84;12.84;19.17;16.19;;8.7;9.09;8.22;6.16;10.52;7.67
NO2;uur;µg/m³;2024-06-08T06:00:00+01:00;2024-06-08T07:00:00+01:00;11.38;12.09;10.51;12.62;10.39;10.04;15.08;11.97;14.57;19.71;20.22;9.93;9.6;13.03;10.34;6.96;25.69;23.93;12.67;14.46;19.78;28.49;14.91;21.24;32.72;17.89;16.51;7.44;10.2;18.44;16.65;21.74;14.37;13.49;10.03;14.07;17.75;14.82;;9;10.93;6.89;6.98;12.13;7.38
NO2;uur;µg/m³;2024-06-08T07:00:00+01:00;2024-06-08T08:00:00+01:00;10.18;6.82;9.56;11.97;9.46;9.06;11.14;7.07;10.01;18.21;13.49;6.84;6.37;5.54;8.73;5.95;24.54;23.44;8.92;10.99;19.95;23.21;15.13;23.16;31.36;22.47;19.92;7.68;11.03;15.62;16.03;15.65;10.48;8.63;10.33;11.6;12.59;10.23;;8.72;10.69;5.53;8.08;11.49;7.37
NO2;uur;µg/m³;2024-06-08T08:00:00+01:00;2024-06-08T09:00:00+01:00;7.49;4.44;5.69;10.07;8.32;7.39;7.5;6.41;8.66;14.59;7.66;7.77;4.18;3.22;7.97;4.61;25.8;19.86;7.38;10.88;14.09;24.27;17.03;16.22;32;8.15;18.62;7.2;13.19;13.77;15.58;19.73;8.04;8.05;8.97;11.29;12.17;6.59;;8.13;11.57;5.94;8.91;12.35;7.94
NO2;uur;µg/m³;2024-06-08T09:00:00+01:00;2024-06-08T10:00:00+01:00;3.12;2.68;3.37;5.43;3.04;5.95;6.56;5.23;8.57;13.77;7.14;8.04;4.43;3.61;6.62;3.96;13.98;15.73;6.91;8.74;3.72;23.63;13.89;17.51;28.27;7.69;12;6.45;12.29;14.03;15.44;18.71;7.03;7.39;5.44;11.08;8.64;3.9;;6.49;10.11;4.54;7.63;13.57;7
NO2;uur;µg/m³;2024-06-08T10:00:00+01:00;2024-06-08T11:00:00+01:00;3.44;1.9;2.33;6.17;2.97;6.36;3.93;6.22;9.36;9.5;4.68;7.4;3.38;3.87;2.98;3.14;7.94;10.13;5.72;8.38;8.25;12.71;8.94;10.77;11.51;3.75;12.1;5.83;11.23;11.64;13.49;16.67;5.52;7.27;3.04;5.44;9.81;4.6;;5.84;10.3;3.16;6.83;13.98;5.65
NO2;uur;µg/m³;2024-06-08T11:00:00+01:00;2024-06-08T12:00:00+01:00;3.69;1.93;2.13;6.19;2.85;5.83;5.96;7.03;10.78;12.15;5.64;3.89;2.81;5.73;2.78;2.71;8.71;6.59;1.27;5.64;2.99;13.82;7.86;5.3;12.51;19.1;9.29;5.66;4.53;9.93;11.76;11.68;4.44;6.08;2.31;4.69;12.97;5.5;;6.22;1.81;3.31;3.73;13.36;6.03
NO2;uur;µg/m³;2024-06-08T12:00:00+01:00;2024-06-08T13:00:00+01:00;2.78;1.9;1.85;4.2;1.54;5.63;4.3;6.88;11.07;14.65;5.93;1.78;3.02;5.24;1.81;2.4;6.71;8.3;0.55;4.05;1.18;10.69;7.68;5.24;14.47;2.37;6.2;6.11;4.02;7.38;9.07;8.85;2.37;5.45;2.6;5.36;17.56;7.09;;7.32;1.26;3.94;1.64;12.1;6.23
NO2;uur;µg/m³;2024-06-08T13:00:00+01:00;2024-06-08T14:00:00+01:00;2.99;2.73;2.94;5.58;1.81;5.99;3.02;8.2;12.46;10.76;3.8;1.84;2.91;4.16;3.03;1.49;5.41;6.43;0.33;2.8;1.09;10.97;5.08;4.77;9.05;2.58;6.32;1.3;3.36;5.41;8.67;9.08;1.44;2.88;3.87;4.5;16.6;6.07;;1.81;1.44;4.07;0.97;6.81;3
NO2;uur;µg/m³;2024-06-08T14:00:00+01:00;2024-06-08T15:00:00+01:00;2.49;4.29;2.07;6.33;2.12;3.68;2.85;11.01;12.96;11.41;3.22;1.37;3.82;3.03;2.63;1.24;5.23;4.99;0.58;3.33;1.77;11.27;5.44;4.41;11.15;2.56;8.79;0.76;2.84;7.86;7.7;8.31;2.22;4.18;4.66;2.82;14.03;5.27;;0.92;1.52;3.83;1.02;6.99;3.44
NO2;uur;µg/m³;2024-06-08T15:00:00+01:00;2024-06-08T16:00:00+01:00;2.67;4.53;2.99;6.97;2.03;2.8;1.8;9.69;11.55;11.88;3.78;1.52;4.96;2.33;1.13;0.5;5.48;6.1;0.29;3.17;2.43;11.96;5.11;4.56;10.45;2.12;7.27;1.35;2.26;6.97;6.09;7.69;1.01;3.8;4.42;2.75;12.03;4.14;;1.58;1.14;1.49;1.36;6.18;3.6
NO2;uur;µg/m³;2024-06-08T16:00:00+01:00;2024-06-08T17:00:00+01:00;3.22;3.42;2.56;6.45;2.16;2.21;0.73;9.08;10.44;8.24;2.8;0.94;4.32;2.74;1.68;1.88;5.17;5.06;0.37;3;4.88;11.96;6.74;8.06;9.06;2.52;10.23;1.68;2.97;5.51;6.8;8.92;1.11;4.46;3.49;2.93;12.34;3.26;;1.02;0.89;2.22;1.6;9.74;4.41
NO2;uur;µg/m³;2024-06-08T17:00:00+01:00;2024-06-08T18:00:00+01:00;3.68;2.28;3.53;8.1;2.87;2.66;0.54;7.42;8.18;4.96;1.5;1.21;2.38;2.52;2.86;1.76;5.77;5.94;0.95;3.36;2.61;11.93;6.56;7.07;6.68;2.05;4.28;1.92;2.62;7.27;6.36;9.83;1.76;4.67;3.01;2.57;10.35;3.85;;1;1.02;2.43;1.63;8.26;4.8
NO2;uur;µg/m³;2024-06-08T18:00:00+01:00;2024-06-08T19:00:00+01:00;6.04;1.63;3.55;9.44;3.56;2.43;1.51;8.01;6.22;5.77;2.66;2.64;1.97;1.5;2.15;4.7;4.7;4.9;8.78;4.11;1.67;10.12;5.47;7.78;4.68;1.38;3.19;1.45;3.58;7.27;6.21;15.31;3.02;4.5;3.51;2.92;13.01;7.09;;1.74;0.54;2.18;1.27;7.62;4.47
NO2;uur;µg/m³;2024-06-08T19:00:00+01:00;2024-06-08T20:00:00+01:00;7.07;1.68;4.5;11.45;6.01;3.76;2.37;7.58;7.76;9.69;9.84;7.83;1.96;3.33;1.86;2.39;3.47;4.42;8.44;5.43;1.82;10.29;5.61;8.37;3.73;1.91;3.84;1.86;3.63;9.74;13.11;21.82;5.39;2.86;3.31;3.59;10.19;5.79;;1.35;1.14;1.71;1.26;7.83;3.25
NO2;uur;µg/m³;2024-06-08T20:00:00+01:00;2024-06-08T21:00:00+01:00;5.32;2.34;4.89;12.17;6.67;4.56;2.17;6.76;6.74;9.73;9.47;8.92;3.9;4.15;1.37;6.17;4.67;6.42;8.56;5.02;1.1;12.63;8.54;15.52;4.05;2.76;7.94;2.46;3.21;14.55;9.97;17.4;9.4;3.54;2.39;2.63;9.29;4.54;;2.75;4.19;2.52;1.13;10.14;3.65
NO2;uur;µg/m³;2024-06-08T21:00:00+01:00;2024-06-08T22:00:00+01:00;3.43;3.16;5.02;12.34;6.99;4.28;2.26;4.78;7.37;8.91;7.82;13.28;4.02;5.11;3.38;6.42;9.01;10.22;13.93;8.58;2.78;18.34;30.71;26.77;11.59;5.15;15.64;1.89;3.65;15.43;16.87;21.07;7.01;5.59;2.75;5.71;12;6.41;;1.99;1.01;3.7;1.59;7.7;3.76
NO2;uur;µg/m³;2024-06-08T22:00:00+01:00;2024-06-08T23:00:00+01:00;3.62;4.75;8.35;9.06;4.67;4.87;2.79;7.06;8.93;19.05;11.51;15.35;3.78;5.25;3.49;6.54;16.61;21.61;13.11;22.59;4.12;31.67;48.44;31.1;44.65;11.25;22.77;2.5;4.61;22.29;34.64;27.9;11.13;10.68;3.38;5.67;13.85;7.77;;2.25;1.9;4.55;1.75;9.42;3.24
NO2;uur;µg/m³;2024-06-08T23:00:00+01:00;2024-06-09T00:00:00+01:00;3.54;5.78;10.23;9.04;4.26;6.84;3.34;9.72;15.75;38.81;17.11;21.85;5.26;8.24;3.07;7.59;33.87;25.08;13.48;27.74;4.73;47.62;48.15;34.47;42.13;9.82;16.05;6.13;8.95;24.17;39.88;28.62;13.58;9.38;4.53;7.51;20.73;8.8;;2.97;3.71;3.75;2.85;17.16;3.28
NO2;uur;µg/m³;2024-06-09T00:00:00+01:00;2024-06-09T01:00:00+01:00;5.21;9.49;4.94;7.44;4.89;19.4;5.92;10.92;20.56;28.25;29.78;26.92;6.69;11.84;3.03;12.86;54.58;56.29;11.93;23;6.58;57.43;54.68;34.25;49.84;7.52;13.37;5.03;7.68;31.7;18.89;22.52;22.71;10.36;5.44;9.95;24.54;13.32;;4.2;3.55;4.26;2.92;12.96;3.65
NO2;uur;µg/m³;2024-06-09T01:00:00+01:00;2024-06-09T02:00:00+01:00;5.88;8.68;3.84;5.28;4.11;18.82;8.26;10.61;22.96;25.52;26.53;34.56;10.05;10.92;2.59;13.63;43.77;50.75;9.24;18.64;6.56;53.05;55.11;33.6;55.01;9.74;10.19;6.08;14.45;22.57;15.94;17.03;15.36;12.42;4.53;10.33;22.05;13.58;;3.02;3.61;4.02;4.22;15.91;3.92
NO2;uur;µg/m³;2024-06-09T02:00:00+01:00;2024-06-09T03:00:00+01:00;5.76;15.83;4.3;5.49;4.15;17.57;8.35;9.85;23.39;15.37;18.1;17.28;12.91;13.14;6.45;14.52;58.28;52.46;4.54;12.57;5.62;58;49.84;43.94;52.52;9.07;9.74;8.01;15.82;18.45;11.02;21.74;12.34;14.56;3.61;10.08;18.11;13.08;;4.21;3.15;4.45;4.58;9.08;3.85
NO2;uur;µg/m³;2024-06-09T03:00:00+01:00;2024-06-09T04:00:00+01:00;6.2;8.68;4.16;8.37;5.16;21.46;9.97;12.1;19.11;16.08;15.3;14.17;17.32;13.73;11.79;10.65;45.43;37.53;3.6;14.01;3.41;51.08;46.17;56.82;46.03;7.32;10.18;6.49;14.54;18.91;24.65;22.13;17.22;17.14;4.2;8.33;13.95;9.97;;5.66;3.14;4.4;4.89;9.3;4.06
NO2;uur;µg/m³;2024-06-09T04:00:00+01:00;2024-06-09T05:00:00+01:00;6.13;9.43;3.79;8.34;4.48;26.1;8.67;15.68;20.79;15.9;14.56;15.32;14.82;11.92;16.88;8.65;12.94;30.34;7.47;12.43;3.27;30.78;32.6;55.7;27.5;8.27;8.29;9.11;20.95;13.31;19.6;23.37;9.04;9.78;4.7;7.28;12;9.54;;4.73;3.54;3.99;4.68;8.13;3.91
NO2;uur;µg/m³;2024-06-09T05:00:00+01:00;2024-06-09T06:00:00+01:00;7.47;10.4;3.6;6.87;3.6;23.19;11.24;13.12;15.16;14.94;14.28;19.44;11.93;11.14;7.73;7.5;5.67;26.27;11.58;13.26;2.49;7.38;15.78;37.03;6.66;5.43;5.87;13.2;18.77;11.82;16.13;21.68;7.69;5.68;5.11;9.13;11.72;9.72;;5.73;3.21;5.82;3.83;5.64;3.23
NO2;uur;µg/m³;2024-06-09T06:00:00+01:00;2024-06-09T07:00:00+01:00;;11.72;3.72;9.39;;24.95;11.14;;;13.02;;12.33;10.3;;3.26;6.61;4.25;8.26;7.82;11.25;3.57;6.77;5.17;10.85;5.71;;6.15;12.51;10.39;;;15.98;10.15;11.62;;8.98;12.36;9.9;;10.35;2.89;3.98;3.25;6.72;3.55
NO2;uur;µg/m³;2024-06-09T07:00:00+01:00;2024-06-09T08:00:00+01:00;5.5;7.28;5.42;6.02;5.64;19.28;4.49;12.82;14.03;11.79;10.22;3.28;9.58;14.28;2.43;3.85;3.26;10.27;2.28;11.23;2.91;5.22;3.85;15.07;3.57;2.77;4.9;7.26;4.62;10.34;9.53;8.63;6.51;8.68;;7.74;10.99;9.01;;8.78;1.71;4.35;2.23;5.05;2.92
NO2;uur;µg/m³;2024-06-09T08:00:00+01:00;2024-06-09T09:00:00+01:00;3.92;5.23;5.72;6.55;4.25;8.8;2.98;9.05;10.6;6.86;3.65;1.55;6.84;9.87;1.92;2.08;5.88;10.87;-0.14;2.71;1.58;6.75;4.87;6.17;6.57;3.02;4.65;3.78;1.57;5.33;4.81;5.54;2.52;4.22;7.58;5.79;11.81;9.33;;3.99;1.64;4.01;1.23;2.84;1.46
NO2;uur;µg/m³;2024-06-09T09:00:00+01:00;2024-06-09T10:00:00+01:00;3.2;5.11;3.13;7.01;3.76;2.7;2.2;8.61;9.55;6.52;2.27;1.42;5.56;4.14;1.69;1.55;2.89;5.73;-0.44;2.1;1.78;4.31;3.56;5.92;4.98;2.71;6.47;1.4;1.93;5.56;4.58;6.25;1.73;5.76;4.77;3.35;10.9;7.15;;1.38;2.73;2.95;0.73;2.91;1.16
NO2;uur;µg/m³;2024-06-09T10:00:00+01:00;2024-06-09T11:00:00+01:00;2.62;4.2;1.97;7.06;2.12;1.34;1.16;6.2;7.98;6.87;2.3;0.88;4.34;1.58;0.69;1.31;2.76;6.14;-0.74;2.38;1.17;4.67;2.66;4.37;4.63;3.02;8.12;0.59;1.37;5.52;5.44;6.81;1.89;3.09;8.22;1.67;8.71;4.62;;1.17;4.36;1.47;1.2;3.53;1.05
NO2;uur;µg/m³;2024-06-09T11:00:00+01:00;2024-06-09T12:00:00+01:00;2.84;2.18;1.98;5.34;1.99;1.26;0.3;4.04;6.11;6.22;2.29;0.42;2.57;2.19;1.78;1.13;3.11;2.66;-0.91;2.27;1.37;8.26;3.67;4.65;5.38;3;6.72;0.9;0.91;4.74;6.14;7.06;1.27;2.32;4.65;1.49;8.04;3.24;;1.42;2;1.1;1.59;4.34;1.54
NO2;uur;µg/m³;2024-06-09T12:00:00+01:00;2024-06-09T13:00:00+01:00;3.11;1.33;2.27;5.9;1.89;0.93;0.14;5.39;6.61;5.26;1.85;1.14;1.95;1.64;0.99;1.96;2.02;2.64;-0.34;2.63;1.33;6.08;3.68;4.52;5.14;2.51;6.05;1.06;0.88;5.27;6.1;6.69;1.62;3.9;4.85;1.29;8.88;3.11;;2.38;1.77;1.45;1.57;4.93;3.16
NO2;uur;µg/m³;2024-06-09T13:00:00+01:00;2024-06-09T14:00:00+01:00;3.22;1;2.35;6.05;2.22;0.84;0.32;4.59;7.44;7.4;2.32;1.77;1.91;1.3;1.1;1.29;2.01;4.24;-0.54;3.57;0.93;8.14;3.38;4.69;4.08;2.55;6.24;1.24;1;6.47;4.09;6.71;1.58;2.76;4.04;1.14;10.86;4.63;;1.6;1.4;1.6;1.46;4.62;2.52
NO2;uur;µg/m³;2024-06-09T14:00:00+01:00;2024-06-09T15:00:00+01:00;4.02;0.89;2.84;7.82;2.18;1.19;0.18;5.28;6.59;5.26;1.93;0.93;1.59;1.74;1.04;1.71;1.77;4.05;-0.93;3.19;0.86;6.02;3.39;8.6;3.74;2.19;6.36;1.53;0.86;6.27;5.36;7.27;1.65;2.43;2.66;1.67;11.19;4.53;;1.16;2.82;2.22;1.79;4.49;3.25
NO2;uur;µg/m³;2024-06-09T15:00:00+01:00;2024-06-09T16:00:00+01:00;3.44;1.02;2.97;8.48;2.85;1.42;0.72;6.15;6.19;6.96;2.07;0.97;1.76;2.75;0.74;1.22;2.01;3.23;-1.19;7.76;1.16;7.51;2.62;7.34;4.58;1.96;8.04;2.41;0.71;5.31;5.6;7.98;1.27;2.03;2.58;1.21;10.89;4.29;;1.27;1.55;1.76;1.52;7.31;4.45
NO2;uur;µg/m³;2024-06-09T16:00:00+01:00;2024-06-09T17:00:00+01:00;2.53;0.78;3.13;8.22;3.16;1.64;0.13;6.28;7.89;8.52;2.12;0.99;1.79;3.92;0.51;2.24;3.41;3.96;-0.79;7.74;0.85;8.56;4.13;8.09;6.18;2.48;7.04;1.22;0.84;5.5;4.77;8.83;1.6;1.98;3.73;1.22;11.49;4.66;;1.26;1.32;1.65;1.66;5.85;3.44
NO2;uur;µg/m³;2024-06-09T17:00:00+01:00;2024-06-09T18:00:00+01:00;2.41;1.06;2.86;9.02;3.17;2.24;-0.12;5.84;6.65;4.3;1.61;2.02;1.64;4.11;0.68;2.45;3.32;6.27;-0.6;5.7;1.25;9.79;4.53;8.12;4.57;2.34;6.53;1.53;0.89;6.18;5.21;8.97;1.51;2.44;4;2.17;14.44;3.7;;1.31;1.61;1.54;1.21;6.42;3.71
NO2;uur;µg/m³;2024-06-09T18:00:00+01:00;2024-06-09T19:00:00+01:00;2.63;2.33;3.45;10.33;3.8;1.75;0;7.36;8.19;6.69;2.34;1.67;2.08;3.05;1.48;2.63;3.11;8.15;-0.1;3.98;1.57;10.16;5.26;9.54;5.87;2.6;9.06;2.95;1.78;6.53;5.04;12.47;1.6;3.62;5.48;2.14;11.44;4.01;;1.27;2.35;1.39;1.12;5.19;3.04
NO2;uur;µg/m³;2024-06-09T19:00:00+01:00;2024-06-09T20:00:00+01:00;2.75;2.44;3.68;10.29;3.67;4.2;0.5;6.12;10.4;6.56;3.02;1.79;3.33;5.24;1.44;5.87;4.55;7.69;0.43;5.85;2.19;12.33;7.11;11.56;9.16;2.69;8.22;2.56;2.73;7.7;9.7;14.87;2.79;6.41;5.2;2.73;10.56;4.4;;1.55;4.47;2.19;1.4;4.34;2.78
NO2;uur;µg/m³;2024-06-09T20:00:00+01:00;2024-06-09T21:00:00+01:00;3.23;6.64;3.28;9.51;4.43;5.07;2.11;10.44;17.37;14.09;4.4;3.01;4;12.23;1.88;5.22;6.67;11.74;1.12;5.56;1.85;11.83;7.4;11.66;9.67;4.03;10.05;3.22;4.35;7.74;8.78;17.87;3.75;7.59;4.81;2.52;11.87;6.88;;2.27;5.57;1.99;1.55;5.22;3.09
NO2;uur;µg/m³;2024-06-09T21:00:00+01:00;2024-06-09T22:00:00+01:00;5.42;10.72;3.8;11.76;5.16;7.3;4.6;8.56;22.86;15.45;6.85;4.48;4.41;11.37;1.2;5.35;5.56;14.75;1.68;7.24;2.58;12.09;9.19;11.84;8.93;3.17;10.32;2.11;3.61;9.97;14.47;19.96;5.37;6.63;5.9;3.3;21.23;10.74;;2.01;2.6;2.94;1.29;8.4;3.51
NO2;uur;µg/m³;2024-06-09T22:00:00+01:00;2024-06-09T23:00:00+01:00;7.92;16.06;5.53;16.66;9.33;11.94;5.57;11.64;22.2;12.17;6.71;7.24;6.47;7.94;2.57;7.22;6.16;12.56;1.3;7.24;2.59;10.69;8;9.68;7.83;2.9;8.4;4.01;4.44;11.89;13.56;23.85;7.97;6.74;6.73;3.7;15.74;9.73;;2.92;2.45;3.58;1.73;10.81;3.41
NO2;uur;µg/m³;2024-06-09T23:00:00+01:00;2024-06-10T00:00:00+01:00;9.37;34.2;4.51;12.79;13.5;15.4;5.47;9.07;17.78;13.09;8.55;7.14;6.12;9.04;2.81;7.91;4.27;12.74;0.51;5.79;2.6;7.59;7;12.43;6.17;2.97;6.99;4.98;4.59;14.62;13.17;16.98;13.78;9.86;;4.01;17.06;11.61;;2.38;2.26;3.46;2.84;10.3;3.19
NO2;uur;µg/m³;2024-06-10T00:00:00+01:00;2024-06-10T01:00:00+01:00;7.85;11.46;4.67;10.95;9.26;37.11;10;9;9.81;11.92;8.73;8.96;9.89;10.88;3.07;10.24;5.79;7.82;4.32;5.25;1.92;8.74;6.15;16.21;8.85;2.44;7.37;4.84;4.29;13.11;8.79;13.1;10.19;5.12;;8.32;12.18;10.07;;2.26;2.47;4.89;2.63;6.38;3.43
NO2;uur;µg/m³;2024-06-10T01:00:00+01:00;2024-06-10T02:00:00+01:00;7.85;12.61;5.27;8.79;8.32;15.64;8.05;7.3;8.3;13.39;7.98;6.78;7.54;9.06;2.77;8.51;2.67;13.12;3.2;6;2.05;4.58;6.09;11.2;5.16;1.97;5.5;4.63;4.5;6.87;7.39;10.16;4.5;6.57;7.47;7.7;9.25;7.63;;4.11;1.78;4.85;2.91;5.12;2.78
NO2;uur;µg/m³;2024-06-10T02:00:00+01:00;2024-06-10T03:00:00+01:00;6.62;9.48;5.46;9.53;6.06;11.65;10.5;7.63;8.52;13.14;10.48;7.33;7.74;8.65;3.26;7.64;4.04;13.26;2.44;8.05;2.54;5.41;10.26;7.26;6.95;2.66;11.38;2.81;5.91;8.92;8.76;10.38;5.12;9.24;6.84;8.34;9.2;7.7;;4.13;1.27;5.44;2.66;5.64;2.85
NO2;uur;µg/m³;2024-06-10T03:00:00+01:00;2024-06-10T04:00:00+01:00;7.66;8.94;6.62;10.43;6.34;15.88;9.29;8.98;9.96;20.9;15.7;9.3;9.48;9.85;3.77;9.41;5.07;22.13;2.24;7.58;2.34;7.32;12.54;18.81;11.88;10.51;7.44;1.86;8.9;9.02;12.86;14.89;6.32;9.76;6.52;9.91;10.81;7.15;;1.92;1.88;5.48;9.05;5.94;3.61
NO2;uur;µg/m³;2024-06-10T04:00:00+01:00;2024-06-10T05:00:00+01:00;8.84;8.44;7.69;13.81;8.05;9.05;13.66;12.69;13.09;25.92;21.09;10.93;10.25;13.24;11;10.28;5.67;14.53;5.52;5.34;3.61;8.3;12.9;27.43;27.32;7.9;10.7;4.48;9.13;11.81;15.95;29.34;8.91;11.27;6.94;13.09;14.19;11.04;;7.14;2.59;5.34;6.94;10.82;4.19
NO2;uur;µg/m³;2024-06-10T05:00:00+01:00;2024-06-10T06:00:00+01:00;10.07;9.97;10.41;20.23;10.53;12.88;19.28;13.98;21.51;36.62;23.12;13.73;15.43;10.88;13.28;9.6;22.5;29.09;8.7;10.16;4.05;23.5;20.29;50.15;49.52;17.1;17.31;6.53;10.63;18.33;24.77;34.75;11.21;8.13;7.08;14.58;19.04;15.75;;6.92;4.86;4.54;13;21.07;5.17
NO2;uur;µg/m³;2024-06-10T06:00:00+01:00;2024-06-10T07:00:00+01:00;13.23;11.49;11.29;19.28;12.17;16.43;23.11;16.79;28.91;45.36;25.7;24.77;18.08;10.65;12.38;9.86;41.99;22.38;15.38;18.08;8.76;40.3;20.44;36.62;48.7;10.7;24.64;9.84;9.65;23.84;30.06;35.39;12.26;11.38;7.81;13.37;26.56;15.19;;6.26;5.62;4.73;9.2;23.93;6.52
NO2;uur;µg/m³;2024-06-10T07:00:00+01:00;2024-06-10T08:00:00+01:00;11.89;14.4;9.2;18.77;11.92;15.92;22.86;19.21;28.09;37.32;21.83;23.66;15.74;15.66;9.88;8.49;32.22;20.81;16.55;24.81;15.59;32.21;25.59;24.87;41.41;5.71;23.69;12.19;11.17;30.24;30.25;19.27;19.09;19;9.64;15.5;23.88;17.19;;6.81;3.77;5.48;2.07;20.54;7.52
NO2;uur;µg/m³;2024-06-10T08:00:00+01:00;2024-06-10T09:00:00+01:00;9.45;12.73;7.16;12.48;9.54;12.62;16.1;18.07;18.56;27.15;17.54;18.46;12.1;15.45;3.17;6.51;26.56;20.85;15.17;17.84;17.3;28.68;20.55;23.75;37.61;7.18;21.9;8.32;17.75;27.09;25.71;18.17;17.98;17.69;10.4;14.59;21.44;16.64;;6.41;3.52;6.73;2.51;27.47;4.67
NO2;uur;µg/m³;2024-06-10T09:00:00+01:00;2024-06-10T10:00:00+01:00;8.25;11.48;7.7;12.12;7.32;10.69;11.6;15.34;16.32;24.38;13.75;9.36;10.55;10.56;2.59;5.52;13.37;19.88;5.43;14.34;18.59;23.83;15.78;22.31;25.77;7.53;22.38;10.84;13.78;23.13;22.36;14.6;14.3;14.59;8.39;14.11;15.55;14.02;;6.67;3.42;8.06;2.89;26.15;3.78
NO2;uur;µg/m³;2024-06-10T10:00:00+01:00;2024-06-10T11:00:00+01:00;7.62;9.59;6.61;9.96;5.84;9.7;12.72;11.37;15.53;19.55;12.52;7.22;9.06;10.05;2;2.71;6.25;11.24;3.63;11.77;4.44;18.06;12.75;17.28;22.4;12.91;17.92;7.57;11.02;21.94;23.25;16.83;13.19;10.09;;10.19;14.38;12.28;;9.76;5.58;7.76;1.73;21.65;3.6
NO2;uur;µg/m³;2024-06-10T11:00:00+01:00;2024-06-10T12:00:00+01:00;5.68;6.23;4.1;7.95;4.21;10.32;6.39;8.99;14.41;16.6;12.04;3.11;7.5;8.7;1.43;1.64;5.11;14.24;1.35;5.92;2.42;13.39;11.98;9.86;19.27;11.14;;8.08;5.44;17.45;18.1;13.84;9.1;8.11;;8.16;14.87;12.17;;7.63;6.86;6.92;1.75;17.56;2.28
NO2;uur;µg/m³;2024-06-10T12:00:00+01:00;2024-06-10T13:00:00+01:00;4.55;4.68;3.98;7.07;4.46;4.98;3.16;8.57;16.09;12.49;5.98;0.78;6.48;4.84;1.22;1.16;4.52;9.49;1.29;3.06;1.96;11.17;7.74;11.88;16.11;8.55;;7;5.68;12.71;11.66;12.61;5.55;5.48;;7.28;13.14;9.22;;7.71;7.03;4.74;2.16;12.29;1.73
NO2;uur;µg/m³;2024-06-10T13:00:00+01:00;2024-06-10T14:00:00+01:00;3.85;4.55;4.79;6.29;4.11;2.86;2.09;9.44;16.32;10.02;4.95;0.92;6.06;3.54;1.57;0.43;6.34;8.26;1.11;3.11;1.55;13.77;5.18;11.28;23.14;9.32;;2.03;3.79;10.55;12.28;11.59;;3.82;;4.24;10.23;7.28;;6.8;6.93;4.64;2.64;17.24;2.47
