Export;EXP-2024-001 (2024-07-04T21:11:37+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-05-24T17:00:00+01:00;2024-05-24T18:00:00+01:00;10.24;14.39;4.04;14.56;8.32;10.92;12.37;17.02;22.05;28.74;24.36;31.48;8.25;10.26;21.03;13.39;26;24.75;33.2;26.33;9.87;32.62;27.62;27.78;26.74;2.48;25.33;3.81;13.71;28.57;30.51;36.79;24.18;12.1;6.04;5.99;27.19;23.71;4.34;2.97;6.56;22.33;18.17;9.19
NO2;uur;µg/m³;2024-05-24T18:00:00+01:00;2024-05-24T19:00:00+01:00;13.3;13.81;4.2;10.58;5.53;12.95;16.19;20.31;21.92;33.49;25.28;43.75;10.44;18.86;9.83;24.02;22.45;24.8;28.51;19.66;15.5;30.29;28;34.15;30.32;3.09;26.47;2.84;21.55;29.79;37.37;35.8;28.69;12.71;6.14;5.9;37.94;21.19;5.56;3.84;6.49;10.15;19.47;13.44
NO2;uur;µg/m³;2024-05-24T19:00:00+01:00;2024-05-24T20:00:00+01:00;13.53;11.09;;10.82;7.32;11.42;19.61;21.85;20.76;24.12;21.38;37.46;12.5;22.48;7.88;11.77;25.47;25.54;35.34;16.64;14.33;28.31;25.23;28.49;25.21;3.29;18.49;3.75;20.02;26.67;36.36;29.46;23.96;12.15;5.08;5.02;48.69;18.15;5.32;5.06;8.03;8.75;23.07;14.4
NO2;uur;µg/m³;2024-05-24T20:00:00+01:00;2024-05-24T21:00:00+01:00;9.93;6.67;;15.17;9.63;10.86;21.13;20.16;20.47;17.4;15.75;25.92;11.74;36.44;10.54;10.91;17.74;22.97;28.93;18.06;13.7;24.18;19.98;29.56;21.32;2.97;24.94;4.03;19.92;33.01;33.79;32.08;21.62;15.01;7.23;6.47;48.45;16.71;5.06;2.96;6.1;4.09;19.31;18.78
NO2;uur;µg/m³;2024-05-24T21:00:00+01:00;2024-05-24T22:00:00+01:00;11.64;5.04;7.5;17.09;8.71;8.45;24.38;13.16;19.76;16.12;12.23;17.09;13.66;33.06;6.26;14.87;17;16.87;19.73;18.63;7.89;22.96;18.54;23.76;19.22;2.03;23.41;3.33;32.02;15.71;30.66;24.66;14.21;14.01;6.32;6.27;43.47;16.61;4.8;3.11;5.01;4.65;15.36;5.49
NO2;uur;µg/m³;2024-05-24T22:00:00+01:00;2024-05-24T23:00:00+01:00;8.98;5.76;7.46;15.43;7.68;9.36;22.17;17.75;22.91;13.8;10.59;17.3;13.45;14.39;12.1;10.09;13.34;15.86;15.26;13.77;12.29;17.6;13.71;20.53;17.18;1.21;6.16;2.64;8.79;4.17;10.64;6.25;4.57;15.68;7.06;4.36;48.13;28.68;4.65;3.6;5.38;5.88;16.72;4.56
NO2;uur;µg/m³;2024-05-24T23:00:00+01:00;2024-05-25T00:00:00+01:00;7.76;5.72;6.83;13.85;7.43;9.8;20.16;18.62;22.36;12.24;10.13;15.26;13.36;8.63;9.19;28.66;7.87;14.65;18.01;10.48;10.93;14.49;9.74;14.26;11.18;1.47;4.33;2.55;6.45;4.41;7.11;4.29;5.72;7.2;6.21;3.45;34.31;20.16;4.45;3.1;5.89;5.98;14.54;4.78
NO2;uur;µg/m³;2024-05-25T00:00:00+01:00;2024-05-25T01:00:00+01:00;6.09;8.25;7.15;10.02;7.04;10.35;11.35;13.24;16.73;16.52;10.6;18.07;13.23;9.9;4.67;;11.43;16.08;26.07;9.07;3.84;18.31;8.61;8.98;14.84;2.54;5.9;4.08;5.91;5.38;6.73;5.58;5.68;4.91;6.1;4.14;17.3;8.35;5.72;5.25;5.27;7.51;10.75;5.62
NO2;uur;µg/m³;2024-05-25T01:00:00+01:00;2024-05-25T02:00:00+01:00;5.69;9.18;6.22;7.73;5.62;9.62;7.46;7.47;9.26;18.79;5.96;12.23;8.24;6.72;7.81;;13.57;11.08;17.02;4.07;6.24;9.14;4.78;8.09;10.06;2.83;5.51;3.2;4.29;4.44;5.32;2.82;4.92;4.35;4.85;3.17;11.11;6.38;4.55;3.18;4.1;6.88;9.57;4.33
NO2;uur;µg/m³;2024-05-25T02:00:00+01:00;2024-05-25T03:00:00+01:00;4.85;10.12;6.06;10.06;6.06;7.41;6.29;5.51;7.65;15.73;4.39;5.36;5.57;5.42;8.12;;8.57;8.26;5.87;5.99;10.75;9;4;5.29;10.01;2.47;12.26;3.71;5.01;3.63;4.62;7.29;4.35;4.08;4.63;3.1;9.33;4.97;4.51;2.76;4.01;5.55;10.11;4.03
NO2;uur;µg/m³;2024-05-25T03:00:00+01:00;2024-05-25T04:00:00+01:00;5.61;6.14;;10.55;8.05;13.71;7.26;5.25;7.09;9.58;3.32;13.63;5.37;5.14;8.19;;4.26;8.05;4.48;5.56;4.98;7.08;7.68;5.48;6.83;1.89;27.8;2.54;6.4;3.42;8.39;13.14;4.05;3.75;4.67;2.95;8.9;4.07;3.63;2.71;3.53;8.5;5.89;5.5
NO2;uur;µg/m³;2024-05-25T04:00:00+01:00;2024-05-25T05:00:00+01:00;5.34;6.8;;8.89;7.91;12.12;4.62;6.89;7.62;8.07;3.44;8.22;6.93;5.33;11.52;;3.01;7.21;8.93;5.86;7.07;5.47;4.86;9.6;5.29;2.06;25.82;1.94;5.22;7.25;7.19;13.49;4.51;5.04;4.81;3.21;18.28;7.26;3.94;2.34;3.9;3.99;10.23;4.49
NO2;uur;µg/m³;2024-05-25T05:00:00+01:00;2024-05-25T06:00:00+01:00;7.49;7.75;;7.18;4.33;17.91;3.01;7.99;10.21;6.34;4.51;7.01;7.81;6.03;7.06;;5.97;6.3;12.02;6.61;6.87;9.33;5.61;12.28;7.24;1.98;23.22;2.2;4.38;4.89;10.28;19.46;5.17;5.22;5.09;4.28;14.68;6.47;3.54;2.75;4.74;4.75;8.54;4.59
NO2;uur;µg/m³;2024-05-25T06:00:00+01:00;2024-05-25T07:00:00+01:00;7.16;7.59;5.52;10.59;3.97;9.32;2.92;11.22;12.17;9.99;5.61;5.68;10.16;5.59;4.65;;8.62;11.07;23.91;8.62;8.57;11.62;10.97;20.14;9.48;2.66;20.17;1.81;4.55;8.32;14.35;13.18;5.61;7.71;6.11;5.02;10.99;6.98;4.9;2.94;5.06;6.61;8.34;5.19
NO2;uur;µg/m³;2024-05-25T07:00:00+01:00;2024-05-25T08:00:00+01:00;7.39;5.5;4.62;13.73;4.48;12.07;2.66;11.75;16.62;11.97;6.33;11.43;11.71;5.68;5.58;;9.49;12.23;21.42;9.64;10.61;15.56;14.32;25.85;18.91;2.88;21.74;1.49;3.83;6.09;12.28;4.34;6.13;5.3;12.52;6.96;11.43;6.24;5.68;3.01;7.79;5.06;6.37;4.4
NO2;uur;µg/m³;2024-05-25T08:00:00+01:00;2024-05-25T09:00:00+01:00;7.49;6.42;5.45;13.64;5.59;11.59;4.74;14.02;15.67;11.55;5.89;15.12;10.39;8.19;5.48;;8.54;43.44;18.32;11.19;7.29;14.32;8.88;27.58;32.77;2.32;16.64;1.61;3.73;7.94;12.94;1.81;5.92;6.14;6.83;8.05;11.32;7.05;6.99;3.1;17.09;5.2;7.83;4.21
NO2;uur;µg/m³;2024-05-25T09:00:00+01:00;2024-05-25T10:00:00+01:00;6.3;9.04;6.31;12.84;5.83;9.76;7.92;13.25;17.27;14.97;12.1;11.73;11.12;8.55;4.58;;8.78;54.2;11.46;11.15;6.17;13.12;10.68;42.15;33.22;2.33;16.23;2.16;3.6;11.04;17;2.28;6.75;4.99;7.3;7.49;11.33;6.35;8.81;2.98;6.35;5.03;8.95;3.71
NO2;uur;µg/m³;2024-05-25T10:00:00+01:00;2024-05-25T11:00:00+01:00;6.23;7.38;5.92;16.32;8.34;9.95;3.85;14.85;20.08;30.12;14.91;6.6;11.8;11.1;4.1;;14.63;32.42;5.53;16.17;5.35;18.13;16.21;31.15;34.04;2.18;23.13;2.44;3.07;9.38;17.35;1.7;5.89;4.8;8.72;8.01;11.86;5.87;8;2.97;4.51;4.62;9.84;3.76
NO2;uur;µg/m³;2024-05-25T11:00:00+01:00;2024-05-25T12:00:00+01:00;6.61;6.19;6.17;12.36;7.34;4.74;5.27;15.62;18.54;40.65;15.15;3.8;10.5;8.76;3.86;;26.64;16.52;3.48;9.58;4.21;32.03;13.64;21.37;47.23;2.34;17.3;3.74;2.44;8.92;15.19;7.96;4.65;4.27;9.08;8.13;13.79;7.95;8.01;2.81;4.41;3.84;8.64;3.35
NO2;uur;µg/m³;2024-05-25T12:00:00+01:00;2024-05-25T13:00:00+01:00;7.95;5.85;6.16;13.43;6.16;4.05;3.77;14.32;20.79;22.52;8.89;3.27;6.88;7.01;4.79;;16.17;10.93;3.47;5.77;11.66;20.58;9.32;22.35;37.35;2.62;28.13;4.36;5.74;15.52;17.74;15.54;6.03;7.47;6.24;7.21;12.8;8.45;6.88;4.35;3.52;3.04;7.51;2.91
NO2;uur;µg/m³;2024-05-25T13:00:00+01:00;2024-05-25T14:00:00+01:00;7.49;5.91;6.59;12.63;6.71;5.11;5.83;17.3;21.15;21.89;5.19;1.94;6.88;3.59;3.25;;18.83;10.53;4.04;4.57;8.17;27.72;11.92;15.26;42.86;3.25;25.95;5.39;9.87;17.16;13.44;22.58;5.48;5.8;5.18;6.98;10.16;7.68;8.07;5.1;2.9;2.92;8.56;2.12
NO2;uur;µg/m³;2024-05-25T14:00:00+01:00;2024-05-25T15:00:00+01:00;6.93;6.19;4.38;12.69;4.32;5.23;7.31;13.34;17.96;11.76;5.43;3.05;6.1;3.59;1.34;;15.37;8.98;2.7;5.65;6.31;25;9.74;12.94;34.77;3.54;23.08;5.43;6.23;18;16.34;18.7;4.66;4.66;4.44;6.18;11.04;5.84;5.51;7.32;3.09;2.81;9.08;1.93
NO2;uur;µg/m³;2024-05-25T15:00:00+01:00;2024-05-25T16:00:00+01:00;5.31;5.75;3.26;14.85;3.77;4.67;9.16;9.89;14.16;13.11;6.74;2.57;5.63;3.1;3.54;;11.77;9.99;2;3.92;4.87;23.47;9.39;8.72;30.76;10.92;12.41;8.59;5.06;18.85;14.8;13.3;9.07;3.85;4.08;4.28;12.27;4.66;4.88;5.87;5.24;2.74;12.41;2.16
NO2;uur;µg/m³;2024-05-25T16:00:00+01:00;2024-05-25T17:00:00+01:00;4.8;6.72;2.44;15.1;2.71;5.43;7.71;12.18;14.66;14.87;6.27;2.03;6.08;3.53;3.03;;9.09;7.27;1.49;3.83;5.16;22.95;9.54;8.51;29.09;14.27;11.16;5.06;4.22;19.1;12.71;13.03;7.91;3.23;4.2;3.29;15.82;5.28;4.42;4.64;4.77;3.09;20.79;2.97
NO2;uur;µg/m³;2024-05-25T17:00:00+01:00;2024-05-25T18:00:00+01:00;4.57;7.82;2.63;11.11;2.16;4.25;3.41;14.12;15.47;16.55;7.88;2.04;6.8;3.72;1.57;;11.57;14.03;1.77;3.1;7.52;24.66;7.97;7.4;29.08;6.01;13.11;5.72;3.68;15.11;10.68;12.06;5.27;3.22;3.92;4.03;12.24;4.66;4.47;5.36;4.4;3.67;15.98;4.42
NO2;uur;µg/m³;2024-05-25T18:00:00+01:00;2024-05-25T19:00:00+01:00;4.12;4.87;2.83;12.76;3.02;4.6;3.28;17.28;14.58;21.37;9.2;2.22;6.31;3.54;4.67;;8.08;34.18;2.7;3.11;3.68;24;12.74;8.28;31.1;53.69;11.53;5.96;4.87;12;9;16.85;3.78;3.08;5.04;5.16;15.48;6.9;4.55;7.97;3.46;4.31;14.59;4.16
NO2;uur;µg/m³;2024-05-25T19:00:00+01:00;2024-05-25T20:00:00+01:00;4.46;5.33;3.01;17.98;5.97;4.46;4.87;21.02;23.07;38.85;11.38;5.17;6.69;4.35;1.25;;9.85;18.08;3.32;5.26;3;27.43;25.05;26.72;34.01;18.4;12.3;6.67;4.48;14.01;12.04;21.81;4.01;5.41;5.27;2.88;14.39;8.19;4.82;6.83;3.87;4.79;16.81;4.71
NO2;uur;µg/m³;2024-05-25T20:00:00+01:00;2024-05-25T21:00:00+01:00;8.16;6.12;4.04;27.1;14.97;7.23;3.97;30.87;33.44;48.87;20.06;6.51;7.8;5.27;2.31;;23.97;13.67;7.16;8.58;3.37;39.53;49.84;28.64;50.98;13.73;13.64;6.27;4.23;16.58;34.63;32.08;6.63;5.02;5.77;5.3;18.91;9.17;4.48;5.74;4.73;6.18;19.52;5.04
NO2;uur;µg/m³;2024-05-25T21:00:00+01:00;2024-05-25T22:00:00+01:00;7.56;7.53;7.31;21.74;19.24;8.95;4.42;36.5;51.27;51.7;28.54;8.15;10.34;8.58;5.39;;46.22;17.73;9.47;16.54;3.99;41.67;42.84;30.68;62.33;17.25;27.85;13.59;4.4;30.23;58.51;15.51;13.33;10.15;5.48;7.36;58.65;24.56;6.43;7.69;6.12;6.03;20.73;6.1
NO2;uur;µg/m³;2024-05-25T22:00:00+01:00;2024-05-25T23:00:00+01:00;7.65;6.04;7.34;25.84;13.46;7.57;5.32;18.3;47.62;47.46;33.02;11.84;22.3;13.44;4.91;;38.08;27.85;9.77;16.33;5.64;41.25;43.26;50.05;56.62;13.6;42.21;8.32;11.37;42.3;42.68;16.76;22.87;14.6;6.61;7.79;45.64;14.63;6.23;7.96;6.68;3.83;21.04;5.98
NO2;uur;µg/m³;2024-05-25T23:00:00+01:00;2024-05-26T00:00:00+01:00;8.38;8.43;4.85;22.07;11.96;6.67;5.3;16.15;41.62;30.15;30.62;12.95;18.77;15.86;13.64;;40.47;29.47;10.65;10.99;11.96;43.45;36.55;36.28;65.99;11.54;35.37;10.35;8.46;43.45;38.68;36.14;26.82;17.48;6.41;5.64;33.91;10.04;6.43;8.61;9.49;7.94;19.92;6.53
NO2;uur;µg/m³;2024-05-26T00:00:00+01:00;2024-05-26T01:00:00+01:00;6.58;9.08;6.74;30.32;12.69;14.25;6.95;17.18;18.39;33.1;22.92;9.53;12.27;14.71;7.65;;49.29;16.88;15.74;8.71;11.36;40.18;37.2;68.44;58.25;4.55;28.28;10.75;10.45;19.91;27.12;27.97;13.93;15.77;7.44;8.51;29.95;6.31;8.45;6.98;16.3;7.69;19.86;6.47
NO2;uur;µg/m³;2024-05-26T01:00:00+01:00;2024-05-26T02:00:00+01:00;6.42;7.64;5.73;20.74;9.84;13.79;6.02;14.72;15.18;27.49;16.23;7.64;12.06;13.08;6.27;;32.44;12.84;10.08;5.8;10;33.21;33.33;46.88;50.24;16.97;28.82;6.19;8.43;22.38;19.57;18.46;11.86;18.64;7.21;9.85;38.33;7.46;5.69;5.13;12.29;6.4;18.5;6.25
NO2;uur;µg/m³;2024-05-26T02:00:00+01:00;2024-05-26T03:00:00+01:00;6.53;7.65;3.97;9.09;9.01;11.27;4.82;16.18;14.11;20.8;11.52;6.25;10.5;9.41;6.34;;23.56;10.22;9.54;7.92;8.38;19.84;17.93;32.36;34.97;23.36;30.37;6.59;9.34;13.73;16.31;8.58;9.99;14.75;6.76;9.32;36.1;9.24;6.13;5.14;14.86;4.88;16.46;5.85
NO2;uur;µg/m³;2024-05-26T03:00:00+01:00;2024-05-26T04:00:00+01:00;6.74;9.55;4.2;12.75;7.7;10.19;4.96;14.02;13.44;16.65;7.58;5.58;9.7;9.39;6.07;;13.34;9.18;10.23;7.81;7.99;13.37;11.61;40.62;21.28;7.33;18.4;5.48;5.29;10.77;18.45;6.22;9.23;13.45;10.75;8.5;26.82;7.36;5.74;4.37;18.64;5.02;14.5;6.28
NO2;uur;µg/m³;2024-05-26T04:00:00+01:00;2024-05-26T05:00:00+01:00;8.32;10.11;4.09;14.94;8.48;10.79;4.53;11.55;12.12;11.05;6.23;5.99;8.86;7.3;7.88;;11.14;10.22;9.38;7.12;6.23;10.74;12.41;38.03;20.29;4.89;12.96;3.67;4.05;9.15;16.49;9.46;7.81;12.88;9.51;7.49;23.96;8.01;5.36;3.81;18.24;5.45;12.47;5.26
NO2;uur;µg/m³;2024-05-26T05:00:00+01:00;2024-05-26T06:00:00+01:00;8.26;12.53;3.06;24.52;7.31;10.38;5.28;10.97;9.92;12.65;5.49;6.5;8.91;7.56;8.66;;11.86;11.27;7.77;6.52;7.17;12.58;9.65;31.21;20.74;4.41;9.94;2.98;5.52;8.49;12.12;6.52;8.22;11.13;8.41;4.58;19.45;11.15;5.13;3.41;15.02;4.58;7.75;4.47
NO2;uur;µg/m³;2024-05-26T06:00:00+01:00;2024-05-26T07:00:00+01:00;;15.44;6.14;12.44;6.84;7.74;5.66;;;;6.65;;8.06;;8.65;;11.87;11.32;;8.84;5.96;;9.81;33.82;20.54;4.22;18.82;;5.36;9.37;13.54;9.68;9.52;8.5;;4.32;;;8.36;3.93;13.32;5.57;11.22;7.48
NO2;uur;µg/m³;2024-05-26T07:00:00+01:00;2024-05-26T08:00:00+01:00;5.25;13.35;5.39;12.76;6.08;6.42;3.83;8.45;8.86;10.23;3.94;6.67;6.43;9.88;19.21;;11.21;10.94;9.78;7.89;4.96;11.14;8.57;25.31;19.71;4.37;14.89;4.38;4.58;10.09;11.06;7.16;9.39;10.47;;6.65;16.53;12.53;6.2;2.88;9.36;5.03;7.89;5.11
NO2;uur;µg/m³;2024-05-26T08:00:00+01:00;2024-05-26T09:00:00+01:00;5.44;11.57;2.56;8.99;7;4.51;6.65;7.31;7.13;11.73;3.46;6.51;4.13;6.98;12.87;;12.87;12.31;8.12;7.38;7.06;13.02;9.96;19.48;21.88;6.73;14.66;6.51;5.89;12.74;14.13;8.77;11.25;9.47;4.51;7.46;13.81;11.37;5.32;2.91;5.99;2.9;6.8;3.92
NO2;uur;µg/m³;2024-05-26T09:00:00+01:00;2024-05-26T10:00:00+01:00;3.5;8.85;2.56;9.43;8.12;3.97;3.96;6.59;7.11;14.73;3.02;5.72;3.36;3.87;15.66;;17.85;12.36;6.75;6.21;7.59;18.19;13.01;12.75;28.48;10.22;11.19;6.01;6.49;10.81;13.15;7.13;9.08;5.09;3.89;6.14;13.09;9.53;4.79;2.93;4.96;1.9;7.73;2.38
NO2;uur;µg/m³;2024-05-26T10:00:00+01:00;2024-05-26T11:00:00+01:00;3.67;5.89;2.2;7.03;5.28;4.47;3.83;6.98;6.77;17.8;2.71;4.51;3.46;2.27;14.57;;18.08;15.61;9.95;5.72;6.79;17.45;11.04;15.44;31.03;5.72;9.67;6.67;3.92;11.48;14.38;8.66;8.87;4.01;3.46;6.17;12.57;9.15;3.69;2;4.64;2.28;7.94;2.4
NO2;uur;µg/m³;2024-05-26T11:00:00+01:00;2024-05-26T12:00:00+01:00;2.65;5.07;1.22;8.79;2.36;3.61;2.06;8.22;8.69;14.72;4.55;3.65;3.42;2.23;9.15;;15.05;13.04;4.61;6.04;6.1;17.53;10.54;16.85;33.67;6.2;11.73;3.84;3.51;10.79;12.65;10.32;7.46;4.47;3.46;4.61;13.19;7.83;2.24;2.29;4.3;2.6;10.61;2.39
NO2;uur;µg/m³;2024-05-26T12:00:00+01:00;2024-05-26T13:00:00+01:00;2.22;4.21;1.7;10.97;2.88;5.49;1.03;8.04;7.91;6.56;2.01;2.4;3.17;0.24;6.61;;13.77;14.7;4.8;3.94;4.77;16.8;8.26;27.39;38.35;5.93;8.69;3.63;2.28;14.63;18.01;14.23;5;3.83;3.44;3.53;13.21;7.18;2;1.69;3.86;3.84;13.15;1.94
NO2;uur;µg/m³;2024-05-26T13:00:00+01:00;2024-05-26T14:00:00+01:00;2.49;2.41;1.06;10.5;2.83;2.63;1.87;7.85;8.39;13.31;1.73;4.12;3.51;0.11;8.47;;11.54;9.45;7.67;3.52;4.25;16.12;7.02;17.97;32.44;6.01;10.27;3.93;1.4;6.66;16.54;4.03;6.36;4.95;1.81;3.31;9.79;5.77;2.8;1.65;3.38;4.39;13.71;2.07
NO2;uur;µg/m³;2024-05-26T14:00:00+01:00;2024-05-26T15:00:00+01:00;1.87;1.61;1.38;6.99;3.19;1.97;1.02;11.64;17.86;12.53;0.03;2.73;2.67;-0.06;9.53;;9.65;7.66;5.26;3.15;2.91;12.92;6.27;12.93;25.96;3.81;14.61;1.14;3.46;13.16;18.7;1.82;6.24;4.7;4;3.41;10.5;5.19;2.12;2.27;3.33;4.93;11.89;1.93
NO2;uur;µg/m³;2024-05-26T15:00:00+01:00;2024-05-26T16:00:00+01:00;1.93;1.8;1.42;10.97;3.27;2.06;4.03;12.35;11.53;13.02;-0.05;1.59;1.79;-0.6;5.37;;6.01;5.67;3.89;1.93;2.38;9.79;3.65;8.03;23.83;3.2;10.72;1.4;2.59;11.74;14.32;3.31;5.07;3.04;6.12;2.17;9.56;4.41;4.25;2.38;3.52;5.51;13.13;2.14
NO2;uur;µg/m³;2024-05-26T16:00:00+01:00;2024-05-26T17:00:00+01:00;2.62;1.9;1;4.27;2.15;7.59;3.75;10.95;8.44;15.95;2.37;3.1;2;0.42;1.95;;7.98;15.71;2.51;3.6;3.17;13.99;6.6;16.23;13.32;6.45;7.43;1.47;1.2;10.98;17.2;3.68;3.37;1.86;4.78;1.95;9.9;5.14;3.96;2.51;4.88;3.11;8.57;3.4
NO2;uur;µg/m³;2024-05-26T17:00:00+01:00;2024-05-26T18:00:00+01:00;3.51;3.24;1.88;5.68;2.84;2.62;4.37;7.98;9.33;18.22;3.4;2.08;2.83;-0.29;2.89;;6.76;42.5;1.8;9.46;2.67;29.72;9.98;23.69;18.42;4.13;9.5;1.13;2.47;12.95;13.48;12.92;5.22;4;4.75;2.27;14.11;7.37;4.39;1.86;4.49;4.35;14.4;2.78
NO2;uur;µg/m³;2024-05-26T18:00:00+01:00;2024-05-26T19:00:00+01:00;3.75;3.32;1.72;6.86;3.3;6.11;8.48;11.08;15.23;13.58;3.18;1.84;4.04;2.18;2.4;;19.31;31.56;1.78;5.27;2.84;36.34;26.59;15.68;42.54;14.97;13.04;2.68;2.19;11.09;16.72;24.34;5.3;4.29;5.34;1.97;13.47;8.16;3.71;2.88;5.84;4.07;11.13;2.46
NO2;uur;µg/m³;2024-05-26T19:00:00+01:00;2024-05-26T20:00:00+01:00;5.48;3.93;1.87;9.85;4.57;10.74;16.91;8.2;13.94;14.76;4.42;4.46;5.38;2.08;3.31;;13.33;18.84;1.66;4.85;6.66;23.4;12.13;13.3;25.34;7.83;12.63;2.91;6.5;17.28;18.98;23.69;7.73;6.96;4.12;2.58;14.5;7.46;3.53;2.56;3.76;3.81;13.17;4.28
NO2;uur;µg/m³;2024-05-26T20:00:00+01:00;2024-05-26T21:00:00+01:00;6.4;5.32;3.67;15.86;6.49;21.74;11.41;13.5;16.37;24.58;8.32;2.95;5.58;3.74;9.32;;17.66;15.87;3.78;5.5;8.72;32.78;12.95;27.79;33.74;10.26;12.69;3.52;7.49;21.94;37.35;29.56;10.61;4.02;4.12;5.34;14.77;9.6;3.01;2.35;3.54;3.76;9.73;4.55
NO2;uur;µg/m³;2024-05-26T21:00:00+01:00;2024-05-26T22:00:00+01:00;4.93;5.52;3.95;13.04;6.23;14.9;13.64;17.57;21.9;36.71;17.48;5.64;10.13;4.25;5.38;;22.01;19.91;6.74;10.02;4.09;28.41;18.44;27.74;30.2;18.67;11.6;4.91;4.29;19.91;37.86;19.02;8.24;4.72;3.8;6.83;16.58;11.18;3.28;3.49;4.36;3.01;12.33;2.94
NO2;uur;µg/m³;2024-05-26T22:00:00+01:00;2024-05-26T23:00:00+01:00;6.41;5.78;2.72;10.46;4.75;12.12;11.84;22.79;23.74;27.38;18.48;8.57;8.15;8.67;5.86;;17.25;22.19;7.86;12.09;4.51;24.04;23.46;25.84;24.93;10.55;7.52;7.62;11.89;12.36;25.34;20.33;6.45;5.84;3.75;5.72;15.55;11.22;3.91;4.22;4.11;3.28;12.48;3.58
NO2;uur;µg/m³;2024-05-26T23:00:00+01:00;2024-05-27T00:00:00+01:00;5.47;7.2;2.65;6.93;4.39;26.29;8.2;8.53;10.27;20.29;16.83;10.33;5.13;7.75;3.39;;14.66;21.68;6.77;13;10.43;17.82;16.72;18.39;18.85;14.24;11.89;6.55;5.5;10.8;26.44;19.45;8.36;5.1;;5.74;14.17;11.72;4.91;4.64;4.11;3.68;5.65;3.17
NO2;uur;µg/m³;2024-05-27T00:00:00+01:00;2024-05-27T01:00:00+01:00;5.98;8.28;2.6;6.81;4.19;14.56;7.69;7.63;7.39;10.95;10.03;14.38;6.13;11.87;6.61;;13.4;22.49;4.42;11.79;8.51;15.68;10.23;15.18;15.07;14.24;11.25;6.83;7.72;13;22.7;20.16;13.71;9.29;;7.21;11.61;9.73;7.32;10.78;4.9;4.79;5.76;4.14
NO2;uur;µg/m³;2024-05-27T01:00:00+01:00;2024-05-27T02:00:00+01:00;5.23;6.81;2.23;6.18;3.58;7.16;8.62;6.52;8.12;11.31;7.72;5;6.74;8.26;4.28;;11.84;20.88;3.95;9.19;8.6;11.1;7.56;13.39;12.51;7.72;9.99;4.98;6.13;11.11;13.8;11.04;10.59;7;5.93;6.74;7.36;7.46;6.09;7.88;5.17;4.28;5.49;3.88
NO2;uur;µg/m³;2024-05-27T02:00:00+01:00;2024-05-27T03:00:00+01:00;7.77;7.06;3.92;5.3;3.72;14.7;5.9;7.49;6.94;13.66;12.41;5.4;6.14;7.32;3.93;;8.63;23.27;4.85;6.1;7.83;9.25;9.59;16.4;9.71;9.88;8.66;6.15;4.83;7.39;9.69;11.21;6.94;5.72;5.83;7.79;6.25;6.36;7.24;5.66;6.06;4.1;5.13;4.02
NO2;uur;µg/m³;2024-05-27T03:00:00+01:00;2024-05-27T04:00:00+01:00;7.05;6.8;3.21;7.42;4.66;19.08;7.11;6.66;7.16;11.01;10.29;8.26;5.9;7.58;4.45;;11.24;18.34;2.85;5.42;2.53;10.26;12.97;15.86;14.26;9.87;8.11;5.85;4.14;7.63;10.12;9.2;6.99;3.9;5.86;7.42;7.75;6.82;7.58;5.05;8.14;3.93;6.23;4.74
NO2;uur;µg/m³;2024-05-27T04:00:00+01:00;2024-05-27T05:00:00+01:00;7.69;8.04;5.87;17.2;5.1;23.13;6.61;7.48;12.69;16.7;10.87;6.92;7.49;7.71;3.15;;15.15;18.13;5.15;8.99;2.66;17.62;15.13;18.74;33.13;12.42;5.63;4.62;5.17;8.52;12.5;22.65;7.49;3.27;5.45;7.81;8.53;8.39;8.24;6.34;6.94;5.01;8.23;5.03
NO2;uur;µg/m³;2024-05-27T05:00:00+01:00;2024-05-27T06:00:00+01:00;10.12;7.47;7.06;18.68;8.63;14.17;8.98;10.59;25.62;26.16;14.96;7.07;10.02;6.91;3.68;;17.89;22.69;5.69;10.58;4.99;23.07;18.3;27.99;43.21;17.78;10.56;6.08;8.52;15.54;22.32;29.73;8.51;6.11;6.12;8.44;12.96;10.31;8.85;5.78;6.2;5.2;13.17;7.02
NO2;uur;µg/m³;2024-05-27T06:00:00+01:00;2024-05-27T07:00:00+01:00;12.34;8.37;12;23.54;11.86;17.78;9.82;11.96;22.4;34.91;14.05;4.63;11.39;4.65;7.1;;17.2;22.22;6.22;8.69;6.92;20.61;14.47;24.49;36.12;10.97;15.5;6.68;8.1;18.96;19.7;26.37;10.73;6.8;6.98;8.43;17.9;10.14;9.29;5.89;5.68;5.99;18.84;8.47
