Export;EXP-2024-001 (2024-02-21T15:02:22+01:00);;;StationsCode;NL10107;NL10131;NL10133;NL10136;NL10138;NL10230;NL10235;NL10236;NL10237;NL10240;NL10241;NL10246;NL10247;NL10248;NL10301;NL10318;NL10404;NL10418;NL10437;NL10442;NL10444;NL10445;NL10446;NL10449;NL10450;NL10538;NL10550;NL10617;NL10633;NL10636;NL10639;NL10641;NL10643;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938
NO2;uur;µg/m³;2024-01-24T06:00:00+01:00;2024-01-24T07:00:00+01:00;2.87;3.57;1.52;2.79;1.7;2.66;7.23;5.31;6.98;7.72;5.55;3.72;1.98;2.95;2.76;2.78;8.86;15.5;3.71;4.6;4.63;12.18;14.73;13.73;16.78;2.69;4.99;3.34;6.18;7.22;9.07;11.48;4.94;4.08;2.42;2.93;5.02;4.5;2.68;3.17;1.9;2.36;2.01;4.75;3.25
NO2;uur;µg/m³;2024-01-24T07:00:00+01:00;2024-01-24T08:00:00+01:00;4.01;3.95;3.36;5.56;2.83;3.62;10.34;6.23;8.96;10.25;9.61;3.48;3.69;3.96;4.73;2.99;10.29;18.6;4.5;6.23;3.08;13.88;12.87;18.02;14.7;5.57;6.09;5.18;7.63;8.37;10.72;12.04;6.43;5.61;3.22;4.75;8.27;5.95;3.45;3.72;1.55;2.59;2.4;5.74;3.25
NO2;uur;µg/m³;2024-01-24T08:00:00+01:00;2024-01-24T09:00:00+01:00;5.51;3.82;4.49;6.93;3.82;3.87;9.46;6.57;12.74;14.24;13.59;5.25;4.95;5;7.69;4.83;9.04;22.44;6.34;8.52;4.01;13.25;13.52;13.26;13.08;3.93;7.76;4.18;5.77;11.86;11.06;9.93;9.23;8.21;4.4;6.12;10.7;8.17;4.57;3.62;2.11;2.86;2.28;7.41;3.09
NO2;uur;µg/m³;2024-01-24T09:00:00+01:00;2024-01-24T10:00:00+01:00;4.63;4.17;3.74;5.66;4.33;4.1;8.09;7.25;10.69;14.26;12.01;4.41;5.61;5.57;7.75;4.66;10.59;18.75;7.92;9.51;2.59;15.81;13.65;15.17;12.15;2.51;5.45;3.95;5.69;12.67;8.94;8.59;8.96;9.02;5.94;6.25;11.24;9.32;4.31;3.3;1.61;2.89;2.18;7.15;3.18
NO2;uur;µg/m³;2024-01-24T10:00:00+01:00;2024-01-24T11:00:00+01:00;5.18;4.38;3.57;6.12;4.35;4.74;9.01;8.98;11.88;12.33;13.91;5.44;6.35;5.75;7.85;3.9;7.4;19.24;7.34;8.29;3.12;12.45;11.94;16.99;11.02;2.01;5.94;3.89;5.12;12.55;8.44;9.2;8.88;8.49;6.13;10.5;12.57;7.74;3.3;3.02;1.37;2.57;;5.86;2.87
NO2;uur;µg/m³;2024-01-24T11:00:00+01:00;2024-01-24T12:00:00+01:00;5.34;4.56;3.7;6.13;5.07;4.16;10.91;8.61;12.49;14.68;11.03;6.1;6.86;5.31;5.39;2.29;10.69;19.92;7.86;9.6;3.49;15.69;12.23;11.44;13.69;2.26;7.2;3.52;5.35;16.98;9.77;8.11;9.85;10.56;5.22;4.99;10.02;6.8;3.32;3.35;1.48;2.06;;5.47;2.91
NO2;uur;µg/m³;2024-01-24T12:00:00+01:00;2024-01-24T13:00:00+01:00;6.02;4.84;4.02;6.88;5.6;4.57;8.47;9.05;11.48;14.54;12.13;6.05;4.85;5.39;6.26;2.68;9.29;24.47;5.93;9.06;3.7;15.03;12.12;12.54;14.46;2.56;8.03;3.5;5.3;15.86;11.4;8.92;9.7;7.81;5.89;5;9.95;7.02;3.35;3.48;2.16;1.63;;5.4;2.89
NO2;uur;µg/m³;2024-01-24T13:00:00+01:00;2024-01-24T14:00:00+01:00;5.15;4.63;4.14;7.12;5.21;4.36;8.83;8.65;11.07;14.38;12.23;6.34;3.39;5.81;6.8;2.88;11.18;24.86;5.9;10.83;3.94;20.21;13.07;20.38;17.46;2.58;8.27;3.75;6.74;16.84;12.4;9.03;8.84;6.95;6.02;4.89;13.22;8.4;3.56;3.49;1.77;1.93;;5.08;2.77
NO2;uur;µg/m³;2024-01-24T14:00:00+01:00;2024-01-24T15:00:00+01:00;6.23;4.86;4.37;7.32;5.43;5;8.98;9.1;12.96;19.51;12.84;7.5;4.15;7.05;9.18;2.62;11.16;33.22;7.44;11.63;5.16;18.36;15.06;15.09;17.27;3.03;9.87;4.53;7.05;15.89;12.84;11.84;12.3;8.91;4.56;4.98;14.03;9.8;4.86;4.43;2.05;1.97;2.51;5.79;3.88
NO2;uur;µg/m³;2024-01-24T15:00:00+01:00;2024-01-24T16:00:00+01:00;6.05;5.74;5;9.29;6.75;6.56;12.59;10.59;15.77;22.22;15.8;8.34;4.43;8.37;10.43;3.59;18.02;34.21;10.38;16.2;7.55;25.87;20.75;17.1;23.5;3.78;12.12;5.51;8.68;20.18;17.28;15.08;10.76;9.3;5.4;5.5;18.92;11.85;6.24;5.32;2.98;2.19;3.3;6.81;4.61
NO2;uur;µg/m³;2024-01-24T16:00:00+01:00;2024-01-24T17:00:00+01:00;9.5;7.54;6.7;12.84;8.83;7.23;15.17;11.75;17.12;24.96;18.93;9.73;5.22;9.34;7.59;7.49;21.95;34.7;12.26;18.23;9.68;29.75;20.8;17.36;25.11;4.03;13.99;6.02;11.51;24.7;24.75;16.27;14.33;9.82;6.12;8.34;18.6;15.03;6.77;6.23;3.83;2.85;3.94;7.4;5.56
NO2;uur;µg/m³;2024-01-24T17:00:00+01:00;2024-01-24T18:00:00+01:00;11.76;7.56;9.67;13.07;9.03;9.6;16.14;15.19;21.78;23.13;21.45;11.09;8.14;10.53;15.5;7.42;19.78;43.02;12.07;18.42;10.38;26.6;21.47;24.2;22.95;4.22;16.69;6.81;12.23;28.14;28.66;19.41;14.57;11.22;7.93;12.33;20.3;16.67;7.46;7.46;3.67;3.15;3.66;9.35;5.42
NO2;uur;µg/m³;2024-01-24T18:00:00+01:00;2024-01-24T19:00:00+01:00;13.22;8.27;8.15;10.85;7.79;8.2;24.6;17.38;27.59;21.28;18.49;7.99;12.78;12.27;9.64;6.56;17.45;55.36;12.2;16.18;9.37;25.32;18.76;23.66;20.99;3.81;13.89;8.06;9.54;25.19;27.58;15.86;20.06;14.64;11.55;13.95;19;16.77;8.2;6.43;3.17;3.44;3.37;8.94;4.25
NO2;uur;µg/m³;2024-01-24T19:00:00+01:00;2024-01-24T20:00:00+01:00;15.26;9.68;9.02;14.21;8.31;9.53;27.66;21.21;27.01;23.58;23.06;10.4;11.95;11.1;11.73;6.11;11.89;48.5;12.89;18.11;9.25;20.86;14.29;20.32;16.43;4.02;13.6;9.88;8.33;25.31;22.76;14.71;24.18;21.79;16.17;13.73;18.56;16.29;8.3;6.32;3.15;2.76;4.88;8.77;5.97
NO2;uur;µg/m³;2024-01-24T20:00:00+01:00;2024-01-24T21:00:00+01:00;11.8;12.69;7.71;13.9;10.06;11.25;12.94;20.61;29.45;20.6;23.68;11.75;13.65;12.42;13;6.63;17.49;67.28;12.24;14.59;9.66;22.12;15.07;28.8;18.16;4.3;12.72;8.81;5.9;30.81;25.87;11.61;25.85;18.95;16.82;14.37;18.92;15.36;8.46;8.33;3.29;2.83;3.22;9.31;4.55
NO2;uur;µg/m³;2024-01-24T21:00:00+01:00;2024-01-24T22:00:00+01:00;11.98;13.22;6.69;9.56;7.07;10.79;10.25;21.02;33.96;19.7;23.64;12.8;13.6;13.7;12.75;6.5;27.1;52.43;10.29;14.61;8.88;29.1;20.94;23.62;28.65;4.51;8.02;7.5;6.44;18.46;24.76;11.36;19.14;20.73;15.11;15.67;17.61;14.64;7.9;6.04;3.49;2.78;3.16;8.85;3.71
NO2;uur;µg/m³;2024-01-24T22:00:00+01:00;2024-01-24T23:00:00+01:00;10.48;24.24;5.95;7.46;5.8;9.45;16.97;19.28;31.51;24.53;18.3;13.77;14.22;14;14.45;6.77;30.64;24.85;10;15.25;5.83;38.34;23.46;24.01;31.33;5.86;8.09;7.16;6.4;11.76;21.72;11.3;13.22;17.81;14.13;14.73;19.04;15.94;7.68;5.56;3.5;2.85;3.17;6.76;3.96
NO2;uur;µg/m³;2024-01-24T23:00:00+01:00;2024-01-25T00:00:00+01:00;9.43;21.43;7.5;6.52;5.71;10.2;13.68;12.57;18.8;21.74;17.57;15.9;14.58;14.39;16.14;8.01;23.86;25.3;7.08;16.08;7.92;30.67;15.45;29.07;20.31;5.58;5.72;8.59;7.84;8.35;9.28;8.36;6.98;15.15;12.8;14.03;17.66;15.85;7.51;5.76;4.12;2.68;2.84;4.44;3.49
NO2;uur;µg/m³;2024-01-25T00:00:00+01:00;2024-01-25T01:00:00+01:00;8.5;10.75;9.95;5.53;5.81;15.22;22.72;11.76;12.17;15;14.8;14.39;9.95;13.88;10.87;8.29;13.91;17.25;6.37;10.65;3.35;19.29;8.44;37.74;11.46;5.44;5.67;4.5;5.1;8.64;8.48;9.36;8.65;10.76;12.35;;15.22;14.36;5.61;4.74;4.6;2.8;2.48;3.76;2.49
NO2;uur;µg/m³;2024-01-25T01:00:00+01:00;2024-01-25T02:00:00+01:00;7.18;11.5;6.5;5.21;6.2;13.17;35.67;12.29;12.35;14.67;13.33;11.7;10.72;12.88;8.27;13.62;10.28;19.37;10.38;12.92;4.77;12.3;9.01;28.31;10.5;5.64;7.04;3.92;6.4;6.8;6.67;6.09;6.01;10.22;9.52;4.77;15.04;14.09;4.63;4.37;3.79;2.47;2.27;3.69;2.64
NO2;uur;µg/m³;2024-01-25T02:00:00+01:00;2024-01-25T03:00:00+01:00;7.52;10.8;10.94;5.03;5.6;12.84;23.09;13.55;14.77;13.95;12.06;8.58;13.62;11.77;8.26;11.29;8.08;17.87;9.45;19.05;5.14;9.71;6.84;17.77;8.47;4.49;9.17;5.13;5.54;8.05;8;6.47;7.52;10.32;8.42;5.53;13.48;13.13;4.31;4.23;4.2;2.36;2.02;3.56;2.32
NO2;uur;µg/m³;2024-01-25T03:00:00+01:00;2024-01-25T04:00:00+01:00;6.27;10.84;8.3;6.02;6.4;15.8;41.83;16.27;16.75;13.08;13.62;9.39;17.5;13.03;7.41;10.6;9.15;16.92;11.29;25.92;5.13;10.88;8.34;56.42;9.37;4.98;7.01;4.26;4.54;9.45;8.74;8.67;10.59;8.69;7.1;5.42;11.77;11.23;4.53;4.36;6.07;2.88;2.97;3.7;2.85
NO2;uur;µg/m³;2024-01-25T04:00:00+01:00;2024-01-25T05:00:00+01:00;7.75;13.65;6.18;8.65;8.24;11.48;49.08;15.39;19.32;14.09;15.34;9.95;17.01;13.47;6.05;8;8.54;25.6;9.86;18.29;6.27;12.28;12.06;45.06;13.25;4.86;8.4;4.35;7.14;12.99;11.31;12.53;13.83;8.01;6.63;5.58;12.66;12.46;5;3.48;4.18;2.88;2.52;6.45;3.95
NO2;uur;µg/m³;2024-01-25T05:00:00+01:00;2024-01-25T06:00:00+01:00;9.5;15.94;6.77;14.52;11.52;17.46;43.22;17.21;33.81;25.92;24.67;12.18;16.79;13.44;9.27;8.91;18.52;48.2;13.08;17.01;8.07;32.27;30.26;49.93;41.41;5.84;16.45;5.92;6.59;16.66;22.12;25.35;14.44;17.06;7.66;7.46;17.54;16.79;5.85;3.77;4.58;3.2;4.11;8.38;4.15
NO2;uur;µg/m³;2024-01-25T06:00:00+01:00;2024-01-25T07:00:00+01:00;14.68;21.38;13.85;26.62;10.49;20.35;40.24;27.02;50.26;43.2;38.35;18.08;21.41;14.44;28.66;10.34;30.96;69.25;20.28;30.84;6.95;58.05;61.42;56.65;67.66;10.16;29.53;8.14;14.32;25.84;40.28;43.3;15.91;27.58;12.31;9.89;34.48;25.27;9.12;9.1;4.66;3.81;2.76;14.05;8.49
NO2;uur;µg/m³;2024-01-25T07:00:00+01:00;2024-01-25T08:00:00+01:00;27;48.72;15.34;44.91;14.93;31.63;37.39;37.88;54.99;54.69;56.37;49.03;31.35;15.35;55.73;12.87;50.9;68.28;29.51;50.47;11.78;76.62;72.07;74.41;88.75;14.06;35.23;29.46;41.49;52.63;49.43;46.47;43.45;29.48;11.77;14.26;51.16;36.38;11.5;12.5;5.56;3.86;4.05;24.41;10.15
NO2;uur;µg/m³;2024-01-25T08:00:00+01:00;2024-01-25T09:00:00+01:00;25.28;38.41;16.93;46.26;33.84;39.24;59.06;44.14;54.33;58.7;58.9;52.25;40.82;22.52;56.14;18.98;85.37;68.41;41.87;56.1;17.41;90.59;69.84;76.64;90.48;16.49;44.4;34.15;54.22;57.47;61.84;56.45;49.18;39.17;16.86;21.63;56.22;51.72;14.84;11.15;6.28;4.53;;34.68;16.1
NO2;uur;µg/m³;2024-01-25T09:00:00+01:00;2024-01-25T10:00:00+01:00;23.37;31.31;24.73;35.09;30.92;29.21;50.21;42.86;47.31;60.5;52.91;46.29;28.17;29.88;32.93;29.55;80.6;54.65;47.63;49.29;39.59;87.49;67.47;68.96;90.39;24.67;41.59;23.42;40.99;50.48;56.71;53.74;47.87;39.15;20.12;28.48;42.67;44.04;15.07;17.95;7.39;5.55;;29.15;17.65
NO2;uur;µg/m³;2024-01-25T10:00:00+01:00;2024-01-25T11:00:00+01:00;19.37;23.73;13.86;21.63;14.44;21.99;49;33.58;39.87;49.5;48.52;42.73;25.16;31.25;43.17;29.54;75.77;52.7;44.16;45.34;43.72;80.78;60.26;59.23;78.96;28.57;47.5;24.45;41.35;52.94;55.38;50.01;44.54;36.37;26.33;32.81;39.27;36.34;15.11;22.23;10.6;7.19;8.27;27.54;14.75
NO2;uur;µg/m³;2024-01-25T11:00:00+01:00;2024-01-25T12:00:00+01:00;24.22;19.41;15.59;16.92;10.78;22.24;51.24;31.12;32.24;46.22;42.31;50.02;23.76;29.53;39.97;43.78;65.11;45.74;40.67;47.26;60.99;67.17;59.66;56.02;67.53;26;58.08;31.56;37.37;48.17;53.65;48.12;45.54;36.95;29.22;30.52;39.24;36.83;17.24;19.9;16.37;8.39;11.31;23.6;13.05
NO2;uur;µg/m³;2024-01-25T12:00:00+01:00;2024-01-25T13:00:00+01:00;22.36;19.25;13.3;18.09;10.22;22.94;60;25.82;23.77;44.61;38.29;47.92;17.63;27.75;35.82;21.76;52.98;41.39;32.84;49.37;55.63;54.07;58.5;52.46;54.96;27.9;61.97;33.19;45.87;47.64;55.63;48.78;46.21;42.07;23.09;26.63;37.09;35.96;18.41;19.61;29.8;7.92;9.52;17.17;14.03
NO2;uur;µg/m³;2024-01-25T13:00:00+01:00;2024-01-25T14:00:00+01:00;15.85;17.96;8.43;15.49;9.36;20.86;31.52;25.26;20.09;35.88;30.86;40.11;13.88;31.01;38.15;13.38;34.97;39.59;35.98;40.38;51.1;40.98;44.98;40.99;43.04;;56.91;28.72;43.49;47.68;53.49;49.18;45.71;41.37;22.37;27.32;36.63;34.32;16.74;21.68;32.52;8.79;9.14;21.17;10.93
NO2;uur;µg/m³;2024-01-25T14:00:00+01:00;2024-01-25T15:00:00+01:00;16.58;17.93;7.21;22.61;11.29;19.71;32.46;20.88;25.19;47.45;;29.85;16.52;22.97;39.04;12.56;34.85;37.67;25.12;36.92;47.4;41.94;30.36;44.57;50.89;;49.76;22.54;44.98;41.62;51.1;53.29;40.21;33.26;22.04;23.54;28.85;27.32;22.78;19.95;38.23;10.69;10.86;32.63;11.14
NO2;uur;µg/m³;2024-01-25T15:00:00+01:00;2024-01-25T16:00:00+01:00;14.53;17.07;6.61;19.66;9.62;18.62;28.27;29.46;30.49;39.82;;34.79;19.34;22.18;26.14;12.97;38.46;38.39;23.72;36.54;36.38;44.77;42.25;38.81;50.63;;45.09;28.96;37.6;40.47;46.26;43.45;37.68;31.67;15.82;24.94;27.27;24.59;25.25;17.61;32.86;10.18;17.8;37.5;15.5
NO2;uur;µg/m³;2024-01-25T16:00:00+01:00;2024-01-25T17:00:00+01:00;16.09;16.69;9.64;22.96;13.99;17.04;29.9;30.41;35.02;44.78;29.99;40.47;22.49;19.5;23.73;13.75;45.42;35.93;32.88;37.27;38.87;47.83;47.75;40.98;49.65;;46.32;26.84;33.84;40.34;46.4;37.73;38.63;28.71;20.22;29.12;26.18;26.72;19.23;19.69;29.55;12.75;16.2;39.36;26.47
NO2;uur;µg/m³;2024-01-25T17:00:00+01:00;2024-01-25T18:00:00+01:00;10.13;15.05;10.32;30.53;18.38;17.03;32.27;24.86;36.1;38.6;32.04;35.12;21.24;22.25;19.4;13.88;49.07;37.6;25.69;34.56;42.03;51.77;47.63;49.82;51.04;;43.83;28.74;30.59;36.44;44.55;40.12;34.91;26.16;23.64;19.94;32.14;29.3;19.42;24.11;28.34;18.24;16.61;38.9;27.29
NO2;uur;µg/m³;2024-01-25T18:00:00+01:00;2024-01-25T19:00:00+01:00;13.06;14.54;14.38;21.75;17.22;15.34;47.7;22.86;33.99;38.01;29.63;29.48;17.78;25.28;21.9;12.74;39.1;37.17;26.67;35.23;40.05;49.36;29.66;43.93;51.76;;41.48;23.23;28.81;37.33;46.87;41.07;37.41;26.97;23.44;17.87;27.98;26.38;18.95;19.17;25.13;15.76;15.67;30.35;17.16
NO2;uur;µg/m³;2024-01-25T19:00:00+01:00;2024-01-25T20:00:00+01:00;16.39;12.7;19.45;19.49;17.22;14.01;45.14;20.39;25.65;29.08;23.83;26.05;16.44;19.83;21.45;13.33;20.51;36.59;21.31;31.62;24.51;26.47;26.65;42.52;34.55;;47.02;19.46;31.02;33.84;41.74;38.97;36.11;32.49;23.12;19.38;25.8;22.85;15.9;15.96;23.31;16.64;15.63;27.55;18.11
NO2;uur;µg/m³;2024-01-25T20:00:00+01:00;2024-01-25T21:00:00+01:00;14.53;11.68;10.33;14.12;12.68;12.45;21.46;15.45;21.24;19.93;18.34;12.4;13.58;17.31;22.82;13.82;18.46;41.19;18.74;30.01;9.55;25.94;26.14;45.56;29.98;;10.7;19.58;29.39;28.9;36.9;32.3;29.44;26.33;18.93;18.36;21.84;20.11;13.73;16.15;21.49;15.79;15.62;28.53;18.56
NO2;uur;µg/m³;2024-01-25T21:00:00+01:00;2024-01-25T22:00:00+01:00;14.54;9.78;5.58;7.78;8.1;10.72;20.25;14.63;17.59;17.36;18.19;10.67;10.15;11.55;13.52;6.97;17.96;36.89;21.57;22.66;10.73;20.36;18.94;49.88;25.74;;8.67;19.12;21.63;23.37;28.07;27.67;23.26;20.58;16.18;14.17;18.82;17.24;13.86;14.96;20.47;15.58;15.65;27.17;16.03
NO2;uur;µg/m³;2024-01-25T22:00:00+01:00;2024-01-25T23:00:00+01:00;9.73;7.74;6;7.53;7.97;12.12;10.83;11.85;13.27;16.12;17.99;13.93;8.49;10.4;6.22;4.19;15.63;28.66;20.97;16.36;8.04;23.39;13.21;53.7;25.61;;8.65;18.43;17.36;20.31;23.25;21.32;19.6;19.2;13.15;12.6;14.21;13.27;13.51;17.2;23.02;14.87;14.05;21.58;14.72
NO2;uur;µg/m³;2024-01-25T23:00:00+01:00;2024-01-26T00:00:00+01:00;9.36;6.89;6.65;7.2;8.92;13.57;10.51;10.86;11.23;16.21;16.34;15.22;7.82;9.01;5.41;4.17;21.89;24.36;17.64;15.18;6.29;19.28;18.16;45.19;24.05;;6.01;12.71;14.33;17.93;23.15;17.82;16.41;17;12.79;12.84;12.65;11.37;12.18;16.34;21.9;14.19;15.31;19.85;14.12
NO2;uur;µg/m³;2024-01-26T00:00:00+01:00;2024-01-26T01:00:00+01:00;11.62;6.87;8.6;5.94;7.32;12.27;3.86;10.2;10.31;12.52;10.05;8.27;8.52;9.63;4.4;3;11.45;20.32;5.04;11.48;7.04;9.19;10.95;38.87;12.29;;6.16;9.23;10.17;10.07;11.02;13.43;10.1;8.15;8.46;11.84;10.16;8.51;11.19;12.24;12.4;11.32;12.71;15.61;13.57
NO2;uur;µg/m³;2024-01-26T01:00:00+01:00;2024-01-26T02:00:00+01:00;9.93;6.23;7.65;6.3;6.38;11.01;15.13;8.13;7.24;8.21;6.21;4.5;5.54;8.3;6.55;2.88;6.99;22.15;5.67;7.96;6.95;9.57;11.91;17.62;8.81;;6.14;7.96;7.18;7.87;10.78;8.9;8.35;8.38;7.54;10.9;8.62;7.7;8.56;8.43;5.06;10.01;7.24;13.83;12.35
NO2;uur;µg/m³;2024-01-26T02:00:00+01:00;2024-01-26T03:00:00+01:00;4.72;4.93;4.02;6.88;6.83;6.65;16.04;5.89;6.27;9.87;9.67;5.37;3.5;6.9;4.83;3.83;7.86;8.18;5.66;12.33;5.96;9.63;6.95;18.28;12.04;;5.35;5.71;4.45;7.58;9.78;6.51;8.21;6.2;6.97;8.58;8.25;7.72;8.33;6.63;5.05;8.13;4.47;9.74;8.23
NO2;uur;µg/m³;2024-01-26T03:00:00+01:00;2024-01-26T04:00:00+01:00;5.88;3.51;5.47;6;8.08;3.65;14.05;4.48;5.1;7.07;6.22;8.02;3.49;4.81;6.4;3.06;12.91;8.21;8.37;8.62;4.38;13.99;10.92;15.52;13.09;;4.46;5.41;4.75;6.15;6;6.8;6.27;5.18;7.11;7.39;7.37;6.74;6.42;5.55;5.63;5.88;4.27;5.15;5.34
NO2;uur;µg/m³;2024-01-26T04:00:00+01:00;2024-01-26T05:00:00+01:00;4.56;3.68;3.02;2.66;5.09;4.15;13.79;3.92;4.81;5.23;4.71;8.39;3.79;3.99;4.8;2.82;11.81;8.5;7.82;9.24;8.04;14.48;9.25;14.37;13.98;;5.18;4.35;4.63;6.9;9.54;6;7.34;7.35;5.28;5.62;5.25;4.52;5.27;5.3;4.06;4.8;3.87;5.29;4.87
NO2;uur;µg/m³;2024-01-26T05:00:00+01:00;2024-01-26T06:00:00+01:00;4.21;3.6;2.06;3.51;2.92;4.31;12.4;4.66;7.02;6.19;4.27;9.61;4.52;3.79;5.14;2.39;13.73;7.8;6.18;7.99;7.1;13.27;12.39;14.3;16.1;;5.92;5.59;4.57;7.31;8.61;9.34;7.61;6.57;3.72;4.17;4.92;4.02;5.11;4.96;3.68;4.62;3.42;4.67;4.07
NO2;uur;µg/m³;2024-01-26T06:00:00+01:00;2024-01-26T07:00:00+01:00;2.83;4.31;2.51;6.05;5.36;4.36;14.22;7.16;10.68;11.05;6.32;10.45;4.54;4.08;5.64;2.66;13.21;10.98;7.86;9.04;7.4;16.11;11.05;21.97;21.84;;7.55;5.87;5.77;9.32;12.36;18.16;8.76;6.8;3.09;5.03;6.14;5.28;4.13;5.84;3.39;4.33;3.5;7.29;4.28
NO2;uur;µg/m³;2024-01-26T07:00:00+01:00;2024-01-26T08:00:00+01:00;5.41;5.21;4.69;9.58;8.42;5.22;13.63;10.87;14.43;12.64;15.69;4.98;5.72;4.92;7.08;3.73;10.8;19.14;7.34;13.28;5.89;13.59;12.25;42.03;20.57;;7.26;5.71;7.22;10.85;13.6;13.86;9.68;8.52;3.74;6.79;8.25;6.65;4.59;5.88;4.29;4.04;3.7;11.77;6.04
NO2;uur;µg/m³;2024-01-26T08:00:00+01:00;2024-01-26T09:00:00+01:00;9.28;5.21;8.05;8.77;7.18;6.41;9.64;11.9;14.94;15.46;14.76;8.33;6.64;5.95;4.28;3.3;11.04;16.36;7.19;9.31;6.32;18.43;13.82;28.06;21.24;10.57;8.11;6.3;9.91;11.55;11.54;12.5;9.41;7.95;4.47;6.95;10.67;10.6;5.31;5.45;5.91;4.54;4.88;16.55;7.36
NO2;uur;µg/m³;2024-01-26T09:00:00+01:00;2024-01-26T10:00:00+01:00;8.38;13.21;9.09;8.95;7.01;6.91;7.4;8.78;14.87;12.35;9.76;6.45;6.41;6.89;5.12;3.02;7.24;16.16;4.5;7.82;4.7;12.46;14.4;14.28;15.41;6.03;8.09;6.34;6.61;14.11;10.97;9.94;9.85;6.15;5.41;6.33;13.4;9.03;6.58;6.46;3.66;4.98;4.41;12.55;7.61
NO2;uur;µg/m³;2024-01-26T10:00:00+01:00;2024-01-26T11:00:00+01:00;6.38;9.47;4.99;11.54;8.89;4.9;7.17;9.53;11.3;15.63;;4.93;5.29;5.63;2.75;2.88;3.33;10.64;3.95;12.08;1.57;9.8;6.52;18.18;5.37;;8.22;3.12;2.72;9.12;7.18;8.43;6.98;4.65;6.67;4.82;11.95;8.06;5.41;3.56;1.97;4.63;2.19;6.82;5.22
NO2;uur;µg/m³;2024-01-26T11:00:00+01:00;2024-01-26T12:00:00+01:00;6.04;4.15;5.07;9.58;5.89;4.24;4.47;9.17;9.03;10.6;;3.09;3.21;5.91;1.71;1.06;3.05;6.96;3.23;12.64;1.07;7.62;5.49;32.21;5.71;;6.6;2.29;2.12;9.16;5.47;8.34;5.25;2.6;3.67;4.86;15.9;8.06;2.43;2.6;1.83;2.16;1.39;6.38;4.03
NO2;uur;µg/m³;2024-01-26T12:00:00+01:00;2024-01-26T13:00:00+01:00;4.62;5.36;4.9;12.16;6.19;3.46;3.43;9.12;8.18;8.67;;2.14;2.19;4.62;1.64;2.48;3.98;6.9;2.55;11.31;1.47;9.35;6.35;14.8;7.42;;5.77;2.2;1.74;6.9;5.2;8.52;4.44;2.66;4.41;4.07;14.17;7.28;2.87;2.76;1.41;2.49;1.17;4.91;3.81
NO2;uur;µg/m³;2024-01-26T13:00:00+01:00;2024-01-26T14:00:00+01:00;2.95;4.15;3.24;11.45;5.33;3.41;3.08;9.19;10.4;7.63;;2.39;1.95;4.22;1.75;2.5;3.72;5.7;2.44;10.3;1.71;10.25;5.96;15.79;7.02;2.11;6.33;3.03;2.15;6.93;5.4;9.32;4.87;3.3;2.67;3.48;12.39;5.57;2.8;2.52;0.91;1.74;0.83;5.89;2.48
NO2;uur;µg/m³;2024-01-26T14:00:00+01:00;2024-01-26T15:00:00+01:00;2.83;5.1;2.78;12.45;5.15;4.08;4.07;10.6;11.68;9.71;;3.51;2.72;5.44;2.24;2.62;4.07;7.44;4.01;8.56;1.79;10.76;7.91;19.26;7.98;2.28;7.45;3.05;2.59;7.61;5.64;11.91;6.11;2.73;2.92;4.74;16.1;8.07;2.95;2.6;1.07;1.6;0.66;4.99;1.67
NO2;uur;µg/m³;2024-01-26T15:00:00+01:00;2024-01-26T16:00:00+01:00;3.55;3.66;3.69;17.23;6.34;5.82;4.98;16.88;17.83;12.69;7.21;4.71;4.49;5.44;4.87;2.2;3.75;7.86;7.64;7.68;3.12;12.85;9.58;23.08;8.1;2.8;9.86;2.72;3.26;8.02;6.39;14.29;6.58;3.28;3.53;6.39;21.01;9.2;4.24;2.95;1.78;1.49;0.71;7.26;2.79
NO2;uur;µg/m³;2024-01-26T16:00:00+01:00;2024-01-26T17:00:00+01:00;4.74;3.96;4.15;17.75;6.37;9.18;7.59;24.53;22.39;16.87;11.99;6.22;7.11;5.74;6.85;4.9;4.92;10.43;9.2;9.68;2.58;12.92;11.8;29.57;10.41;2.37;13.3;2.69;4.73;10.7;9.03;16.02;8.18;4.15;4.95;9.26;25.1;11.66;3.77;3.81;1.35;1.76;1.64;5.79;3.4
NO2;uur;µg/m³;2024-01-26T17:00:00+01:00;2024-01-26T18:00:00+01:00;7.01;5.38;5.54;27.72;7.72;13.3;6.5;29.05;36.12;31.92;13.26;8.39;8.85;9.41;5.72;8.39;8.45;20.09;10.11;25.36;3.01;16.38;12.89;38.64;17.12;2.74;14.1;3.98;5.22;18.01;13.1;15.94;11.52;4.7;3;10.01;25.48;12.71;3.83;3.8;1.75;1.87;1.25;7.45;4.99
NO2;uur;µg/m³;2024-01-26T18:00:00+01:00;2024-01-26T19:00:00+01:00;8.65;9.35;6.15;20.95;10.24;10.89;12.78;32.55;37.83;39.42;15.29;7.62;12.88;12.58;4.26;7.15;10.41;41.22;12.02;40;2.84;19.15;16.13;42.91;20.93;5.17;13.82;5.62;5.14;23.16;16.92;19.21;13.02;8.16;4.15;8.35;32.23;20.06;4.16;3.41;1.91;2.88;2.73;8.71;4.76
