Component,Einddatumtijd,NL10643
O3,2023-10-04T00:00:00+01:00,45.42
O3,2023-10-04T01:00:00+01:00,47.96
O3,2023-10-04T02:00:00+01:00,46.44
O3,2023-10-04T03:00:00+01:00,48.22
O3,2023-10-04T04:00:00+01:00,49.71
O3,2023-10-04T05:00:00+01:00,46.33
O3,2023-10-04T06:00:00+01:00,41.41
O3,2023-10-04T07:00:00+01:00,25.43
O3,2023-10-04T08:00:00+01:00,23.42
O3,2023-10-04T09:00:00+01:00,23.65
O3,2023-10-04T10:00:00+01:00,27.79
O3,2023-10-04T11:00:00+01:00,31.18
O3,2023-10-04T12:00:00+01:00,38.36
O3,2023-10-04T13:00:00+01:00,48.58
O3,2023-10-04T14:00:00+01:00,50.85
O3,2023-10-04T15:00:00+01:00,55.78
O3,2023-10-04T16:00:00+01:00,62.78
O3,2023-10-04T17:00:00+01:00,61.0
O3,2023-10-04T18:00:00+01:00,58.42
O3,2023-10-04T19:00:00+01:00,55.92
O3,2023-10-04T20:00:00+01:00,57.24
O3,2023-10-04T21:00:00+01:00,56.64
O3,2023-10-04T22:00:00+01:00,49.45
O3,2023-10-04T23:00:00+01:00,50.96
O3,2023-10-05T00:00:00+01:00,49.68
O3,2023-10-05T01:00:00+01:00,49.75
O3,2023-10-05T02:00:00+01:00,50.24
O3,2023-10-05T03:00:00+01:00,48.48
O3,2023-10-05T04:00:00+01:00,48.59
O3,2023-10-05T05:00:00+01:00,44.5
O3,2023-10-05T06:00:00+01:00,37.24
O3,2023-10-05T07:00:00+01:00,32.12
O3,2023-10-05T08:00:00+01:00,29.22
O3,2023-10-05T09:00:00+01:00,27.67
O3,2023-10-05T10:00:00+01:00,31.14
O3,2023-10-05T11:00:00+01:00,32.57
O3,2023-10-05T12:00:00+01:00,37.83
O3,2023-10-05T13:00:00+01:00,41.15
O3,2023-10-05T14:00:00+01:00,53.07
O3,2023-10-05T15:00:00+01:00,63.73
O3,2023-10-05T16:00:00+01:00,71.17
O3,2023-10-05T17:00:00+01:00,70.59
O3,2023-10-05T18:00:00+01:00,62.22
O3,2023-10-05T19:00:00+01:00,60.86
O3,2023-10-05T20:00:00+01:00,58.7
O3,2023-10-05T21:00:00+01:00,55.23
O3,2023-10-05T22:00:00+01:00,42.41
O3,2023-10-05T23:00:00+01:00,33.69
O3,2023-10-06T00:00:00+01:00,30.97
O3,2023-10-06T01:00:00+01:00,28.55
O3,2023-10-06T02:00:00+01:00,32.91
O3,2023-10-06T03:00:00+01:00,35.76
O3,2023-10-06T04:00:00+01:00,40.91
O3,2023-10-06T05:00:00+01:00,40.02
O3,2023-10-06T06:00:00+01:00,38.87
O3,2023-10-06T07:00:00+01:00,34.1
O3,2023-10-06T08:00:00+01:00,29.9
O3,2023-10-06T09:00:00+01:00,33.95
O3,2023-10-06T10:00:00+01:00,35.49
O3,2023-10-06T11:00:00+01:00,43.93
O3,2023-10-06T12:00:00+01:00,51.02
O3,2023-10-06T13:00:00+01:00,54.42
O3,2023-10-06T14:00:00+01:00,57.73
O3,2023-10-06T15:00:00+01:00,62.56
O3,2023-10-06T16:00:00+01:00,69.18
O3,2023-10-06T17:00:00+01:00,69.01
O3,2023-10-06T18:00:00+01:00,64.94
O3,2023-10-06T19:00:00+01:00,69.04
O3,2023-10-06T20:00:00+01:00,70.75
O3,2023-10-06T21:00:00+01:00,62.54
O3,2023-10-06T22:00:00+01:00,57.87
O3,2023-10-06T23:00:00+01:00,60.81
O3,2023-10-07T00:00:00+01:00,56.46
O3,2023-10-07T01:00:00+01:00,56.64
O3,2023-10-07T02:00:00+01:00,53.04
O3,2023-10-07T03:00:00+01:00,
O3,2023-10-07T04:00:00+01:00,42.51
O3,2023-10-07T05:00:00+01:00,39.22
O3,2023-10-07T06:00:00+01:00,42.51
O3,2023-10-07T07:00:00+01:00,45.29
O3,2023-10-07T08:00:00+01:00,43.63
O3,2023-10-07T09:00:00+01:00,44.56
O3,2023-10-07T10:00:00+01:00,47.98
O3,2023-10-07T11:00:00+01:00,60.28
O3,2023-10-07T12:00:00+01:00,71.46
O3,2023-10-07T13:00:00+01:00,75.95
O3,2023-10-07T14:00:00+01:00,75.93
O3,2023-10-07T15:00:00+01:00,78.13
O3,2023-10-07T16:00:00+01:00,75.13
O3,2023-10-07T17:00:00+01:00,76.32
O3,2023-10-07T18:00:00+01:00,78.1
O3,2023-10-07T19:00:00+01:00,74.08
O3,2023-10-07T20:00:00+01:00,73.13
O3,2023-10-07T21:00:00+01:00,71.85
O3,2023-10-07T22:00:00+01:00,62.41
O3,2023-10-07T23:00:00+01:00,58.02
O3,2023-10-08T00:00:00+01:00,51.82
O3,2023-10-08T01:00:00+01:00,42.4
O3,2023-10-08T02:00:00+01:00,35.03
O3,2023-10-08T03:00:00+01:00,34.69
O3,2023-10-08T04:00:00+01:00,33.74
O3,2023-10-08T05:00:00+01:00,24.63
O3,2023-10-08T06:00:00+01:00,30.1
O3,2023-10-08T07:00:00+01:00,45.26
O3,2023-10-08T08:00:00+01:00,50.57
O3,2023-10-08T09:00:00+01:00,59.36
O3,2023-10-08T10:00:00+01:00,54.17
O3,2023-10-08T11:00:00+01:00,52.48
O3,2023-10-08T12:00:00+01:00,52.42
O3,2023-10-08T13:00:00+01:00,46.2
O3,2023-10-08T14:00:00+01:00,45.49
O3,2023-10-08T15:00:00+01:00,50.17
O3,2023-10-08T16:00:00+01:00,44.59
O3,2023-10-08T17:00:00+01:00,41.83
O3,2023-10-08T18:00:00+01:00,35.52
O3,2023-10-08T19:00:00+01:00,29.32
O3,2023-10-08T20:00:00+01:00,17.64
O3,2023-10-08T21:00:00+01:00,11.44
O3,2023-10-08T22:00:00+01:00,7.14
O3,2023-10-08T23:00:00+01:00,-0.19
O3,2023-10-09T00:00:00+01:00,8.44
O3,2023-10-09T01:00:00+01:00,14.68
O3,2023-10-09T02:00:00+01:00,19.21
O3,2023-10-09T03:00:00+01:00,17.48
O3,2023-10-09T04:00:00+01:00,19.24
O3,2023-10-09T05:00:00+01:00,17.53
O3,2023-10-09T06:00:00+01:00,8.55
O3,2023-10-09T07:00:00+01:00,5.0
O3,2023-10-09T08:00:00+01:00,6.77
O3,2023-10-09T09:00:00+01:00,7.64
O3,2023-10-09T10:00:00+01:00,14.4
O3,2023-10-09T11:00:00+01:00,31.18
O3,2023-10-09T12:00:00+01:00,48.95
O3,2023-10-09T13:00:00+01:00,56.67
O3,2023-10-09T14:00:00+01:00,55.02
O3,2023-10-09T15:00:00+01:00,55.66
O3,2023-10-09T16:00:00+01:00,54.46
O3,2023-10-09T17:00:00+01:00,54.97
O3,2023-10-09T18:00:00+01:00,53.89
O3,2023-10-09T19:00:00+01:00,49.77
O3,2023-10-09T20:00:00+01:00,45.44
O3,2023-10-09T21:00:00+01:00,43.5
O3,2023-10-09T22:00:00+01:00,42.71
O3,2023-10-09T23:00:00+01:00,37.12
O3,2023-10-10T00:00:00+01:00,34.17
O3,2023-10-10T01:00:00+01:00,31.76
O3,2023-10-10T02:00:00+01:00,27.01
O3,2023-10-10T03:00:00+01:00,18.2
O3,2023-10-10T04:00:00+01:00,7.21
O3,2023-10-10T05:00:00+01:00,15.55
O3,2023-10-10T06:00:00+01:00,11.75
O3,2023-10-10T07:00:00+01:00,-0.23
O3,2023-10-10T08:00:00+01:00,-0.53
O3,2023-10-10T09:00:00+01:00,7.54
O3,2023-10-10T10:00:00+01:00,15.02
O3,2023-10-10T11:00:00+01:00,23.83
O3,2023-10-10T12:00:00+01:00,33.79
O3,2023-10-10T13:00:00+01:00,33.83
O3,2023-10-10T14:00:00+01:00,42.76
O3,2023-10-10T15:00:00+01:00,47.2
O3,2023-10-10T16:00:00+01:00,58.69
O3,2023-10-10T17:00:00+01:00,60.73
O3,2023-10-10T18:00:00+01:00,40.92
O3,2023-10-10T19:00:00+01:00,31.2
O3,2023-10-10T20:00:00+01:00,43.47
O3,2023-10-10T21:00:00+01:00,54.77
O3,2023-10-10T22:00:00+01:00,60.25
O3,2023-10-10T23:00:00+01:00,62.22
O3,2023-10-11T00:00:00+01:00,60.93
O3,2023-10-11T01:00:00+01:00,56.08
O3,2023-10-11T02:00:00+01:00,52.24
O3,2023-10-11T03:00:00+01:00,
O3,2023-10-11T04:00:00+01:00,
O3,2023-10-11T05:00:00+01:00,51.0
O3,2023-10-11T06:00:00+01:00,46.73
O3,2023-10-11T07:00:00+01:00,40.38
O3,2023-10-11T08:00:00+01:00,38.44
O3,2023-10-11T09:00:00+01:00,40.91
O3,2023-10-11T10:00:00+01:00,43.65
O3,2023-10-11T11:00:00+01:00,41.6
O3,2023-10-11T12:00:00+01:00,42.7
O3,2023-10-11T13:00:00+01:00,54.36
O3,2023-10-11T14:00:00+01:00,53.78
O3,2023-10-11T15:00:00+01:00,52.23
O3,2023-10-11T16:00:00+01:00,49.28
O3,2023-10-11T17:00:00+01:00,44.82
O3,2023-10-11T18:00:00+01:00,34.28
O3,2023-10-11T19:00:00+01:00,24.62
O3,2023-10-11T20:00:00+01:00,35.12
O3,2023-10-11T21:00:00+01:00,43.29
O3,2023-10-11T22:00:00+01:00,44.53
O3,2023-10-11T23:00:00+01:00,50.43
O3,2023-10-12T00:00:00+01:00,49.48
O3,2023-10-12T01:00:00+01:00,49.03
O3,2023-10-12T02:00:00+01:00,46.51
O3,2023-10-12T03:00:00+01:00,47.56
O3,2023-10-12T04:00:00+01:00,47.35
O3,2023-10-12T05:00:00+01:00,48.56
O3,2023-10-12T06:00:00+01:00,47.44
O3,2023-10-12T07:00:00+01:00,48.86
O3,2023-10-12T08:00:00+01:00,43.94
O3,2023-10-12T09:00:00+01:00,41.99
O3,2023-10-12T10:00:00+01:00,36.75
O3,2023-10-12T11:00:00+01:00,35.25
O3,2023-10-12T12:00:00+01:00,34.27
O3,2023-10-12T13:00:00+01:00,24.19
O3,2023-10-12T14:00:00+01:00,14.22
O3,2023-10-12T15:00:00+01:00,10.72
O3,2023-10-12T16:00:00+01:00,14.97
O3,2023-10-12T17:00:00+01:00,13.34
O3,2023-10-12T18:00:00+01:00,6.78
O3,2023-10-12T19:00:00+01:00,14.45
O3,2023-10-12T20:00:00+01:00,20.01
O3,2023-10-12T21:00:00+01:00,24.57
O3,2023-10-12T22:00:00+01:00,34.6
O3,2023-10-12T23:00:00+01:00,36.48
O3,2023-10-13T00:00:00+01:00,35.71
O3,2023-10-13T01:00:00+01:00,37.14
O3,2023-10-13T02:00:00+01:00,38.05
O3,2023-10-13T03:00:00+01:00,36.26
O3,2023-10-13T04:00:00+01:00,38.24
O3,2023-10-13T05:00:00+01:00,32.57
O3,2023-10-13T06:00:00+01:00,34.57
O3,2023-10-13T07:00:00+01:00,31.94
O3,2023-10-13T08:00:00+01:00,22.96
O3,2023-10-13T09:00:00+01:00,21.03
O3,2023-10-13T10:00:00+01:00,27.29
O3,2023-10-13T11:00:00+01:00,29.31
O3,2023-10-13T12:00:00+01:00,38.86
O3,2023-10-13T13:00:00+01:00,46.06
O3,2023-10-13T14:00:00+01:00,50.25
O3,2023-10-13T15:00:00+01:00,47.85
O3,2023-10-13T16:00:00+01:00,46.56
O3,2023-10-13T17:00:00+01:00,44.52
O3,2023-10-13T18:00:00+01:00,33.94
O3,2023-10-13T19:00:00+01:00,40.16
O3,2023-10-13T20:00:00+01:00,42.76
O3,2023-10-13T21:00:00+01:00,45.41
O3,2023-10-13T22:00:00+01:00,62.02
O3,2023-10-13T23:00:00+01:00,57.37
O3,2023-10-14T00:00:00+01:00,54.53
O3,2023-10-14T01:00:00+01:00,48.08
O3,2023-10-14T02:00:00+01:00,55.81
O3,2023-10-14T03:00:00+01:00,58.97
O3,2023-10-14T04:00:00+01:00,55.99
O3,2023-10-14T05:00:00+01:00,55.35
O3,2023-10-14T06:00:00+01:00,51.4
O3,2023-10-14T07:00:00+01:00,47.54
O3,2023-10-14T08:00:00+01:00,45.94
O3,2023-10-14T09:00:00+01:00,39.7
O3,2023-10-14T10:00:00+01:00,43.0
O3,2023-10-14T11:00:00+01:00,51.23
O3,2023-10-14T12:00:00+01:00,54.84
O3,2023-10-14T13:00:00+01:00,59.47
O3,2023-10-14T14:00:00+01:00,60.55
O3,2023-10-14T15:00:00+01:00,62.19
O3,2023-10-14T16:00:00+01:00,62.61
O3,2023-10-14T17:00:00+01:00,63.9
O3,2023-10-14T18:00:00+01:00,61.46
O3,2023-10-14T19:00:00+01:00,57.99
O3,2023-10-14T20:00:00+01:00,55.53
O3,2023-10-14T21:00:00+01:00,43.88
O3,2023-10-14T22:00:00+01:00,42.72
O3,2023-10-14T23:00:00+01:00,45.67
O3,2023-10-15T00:00:00+01:00,47.81
O3,2023-10-15T01:00:00+01:00,46.93
O3,2023-10-15T02:00:00+01:00,44.71
O3,2023-10-15T03:00:00+01:00,
O3,2023-10-15T04:00:00+01:00,54.12
O3,2023-10-15T05:00:00+01:00,52.81
O3,2023-10-15T06:00:00+01:00,60.63
O3,2023-10-15T07:00:00+01:00,48.12
O3,2023-10-15T08:00:00+01:00,53.73
O3,2023-10-15T09:00:00+01:00,54.65
O3,2023-10-15T10:00:00+01:00,60.04
O3,2023-10-15T11:00:00+01:00,61.74
O3,2023-10-15T12:00:00+01:00,61.21
O3,2023-10-15T13:00:00+01:00,61.01
O3,2023-10-15T14:00:00+01:00,61.18
O3,2023-10-15T15:00:00+01:00,61.46
O3,2023-10-15T16:00:00+01:00,63.32
O3,2023-10-15T17:00:00+01:00,58.13
O3,2023-10-15T18:00:00+01:00,51.35
O3,2023-10-15T19:00:00+01:00,49.79
O3,2023-10-15T20:00:00+01:00,34.07
O3,2023-10-15T21:00:00+01:00,23.08
O3,2023-10-15T22:00:00+01:00,28.3
O3,2023-10-15T23:00:00+01:00,29.72
O3,2023-10-16T00:00:00+01:00,39.89
O3,2023-10-16T01:00:00+01:00,35.84
O3,2023-10-16T02:00:00+01:00,34.46
O3,2023-10-16T03:00:00+01:00,38.78
O3,2023-10-16T04:00:00+01:00,31.76
O3,2023-10-16T05:00:00+01:00,26.57
O3,2023-10-16T06:00:00+01:00,28.75
O3,2023-10-16T07:00:00+01:00,12.2
O3,2023-10-16T08:00:00+01:00,10.65
O3,2023-10-16T09:00:00+01:00,13.85
O3,2023-10-16T10:00:00+01:00,22.43
O3,2023-10-16T11:00:00+01:00,41.21
O3,2023-10-16T12:00:00+01:00,53.16
O3,2023-10-16T13:00:00+01:00,59.26
O3,2023-10-16T14:00:00+01:00,59.85
O3,2023-10-16T15:00:00+01:00,61.17
O3,2023-10-16T16:00:00+01:00,62.25
O3,2023-10-16T17:00:00+01:00,52.52
O3,2023-10-16T18:00:00+01:00,39.28
O3,2023-10-16T19:00:00+01:00,26.27
O3,2023-10-16T20:00:00+01:00,16.31
O3,2023-10-16T21:00:00+01:00,8.19
O3,2023-10-16T22:00:00+01:00,12.29
O3,2023-10-16T23:00:00+01:00,14.61
O3,2023-10-17T00:00:00+01:00,16.92
O3,2023-10-17T01:00:00+01:00,20.39
O3,2023-10-17T02:00:00+01:00,20.27
O3,2023-10-17T03:00:00+01:00,25.73
O3,2023-10-17T04:00:00+01:00,29.19
O3,2023-10-17T05:00:00+01:00,30.77
O3,2023-10-17T06:00:00+01:00,30.59
O3,2023-10-17T07:00:00+01:00,19.82
O3,2023-10-17T08:00:00+01:00,18.46
O3,2023-10-17T09:00:00+01:00,25.9
O3,2023-10-17T10:00:00+01:00,34.61
O3,2023-10-17T11:00:00+01:00,48.81
O3,2023-10-17T12:00:00+01:00,52.39
O3,2023-10-17T13:00:00+01:00,57.17
O3,2023-10-17T14:00:00+01:00,60.77
O3,2023-10-17T15:00:00+01:00,61.47
O3,2023-10-17T16:00:00+01:00,59.8
O3,2023-10-17T17:00:00+01:00,57.22
O3,2023-10-17T18:00:00+01:00,51.51
O3,2023-10-17T19:00:00+01:00,42.8
O3,2023-10-17T20:00:00+01:00,37.37
O3,2023-10-17T21:00:00+01:00,37.46
O3,2023-10-17T22:00:00+01:00,37.25
O3,2023-10-17T23:00:00+01:00,36.69
O3,2023-10-18T00:00:00+01:00,33.43
O3,2023-10-18T01:00:00+01:00,31.44
O3,2023-10-18T02:00:00+01:00,31.91
O3,2023-10-18T03:00:00+01:00,29.2
O3,2023-10-18T04:00:00+01:00,28.74
O3,2023-10-18T05:00:00+01:00,29.27
O3,2023-10-18T06:00:00+01:00,28.69
O3,2023-10-18T07:00:00+01:00,22.19
O3,2023-10-18T08:00:00+01:00,24.44
O3,2023-10-18T09:00:00+01:00,28.74
O3,2023-10-18T10:00:00+01:00,32.04
O3,2023-10-18T11:00:00+01:00,33.42
O3,2023-10-18T12:00:00+01:00,39.06
O3,2023-10-18T13:00:00+01:00,41.82
O3,2023-10-18T14:00:00+01:00,42.41
O3,2023-10-18T15:00:00+01:00,43.77
O3,2023-10-18T16:00:00+01:00,43.27
O3,2023-10-18T17:00:00+01:00,43.59
O3,2023-10-18T18:00:00+01:00,42.37
O3,2023-10-18T19:00:00+01:00,42.44
O3,2023-10-18T20:00:00+01:00,40.17
O3,2023-10-18T21:00:00+01:00,37.45
O3,2023-10-18T22:00:00+01:00,31.21
O3,2023-10-18T23:00:00+01:00,25.68
O3,2023-10-19T00:00:00+01:00,24.49
O3,2023-10-19T01:00:00+01:00,24.37
O3,2023-10-19T02:00:00+01:00,24.24
O3,2023-10-19T03:00:00+01:00,
O3,2023-10-19T04:00:00+01:00,
O3,2023-10-19T05:00:00+01:00,
O3,2023-10-19T06:00:00+01:00,
O3,2023-10-19T07:00:00+01:00,
O3,2023-10-19T08:00:00+01:00,
O3,2023-10-19T09:00:00+01:00,
O3,2023-10-19T10:00:00+01:00,
O3,2023-10-19T11:00:00+01:00,
O3,2023-10-19T12:00:00+01:00,
O3,2023-10-19T13:00:00+01:00,
O3,2023-10-19T14:00:00+01:00,
O3,2023-10-19T15:00:00+01:00,
O3,2023-10-19T16:00:00+01:00,
O3,2023-10-19T17:00:00+01:00,
O3,2023-10-19T18:00:00+01:00,
O3,2023-10-19T19:00:00+01:00,
O3,2023-10-19T20:00:00+01:00,
O3,2023-10-19T21:00:00+01:00,
O3,2023-10-19T22:00:00+01:00,
O3,2023-10-19T23:00:00+01:00,
O3,2023-10-20T00:00:00+01:00,
O3,2023-10-20T01:00:00+01:00,
O3,2023-10-20T02:00:00+01:00,
O3,2023-10-20T03:00:00+01:00,
O3,2023-10-20T04:00:00+01:00,
O3,2023-10-20T05:00:00+01:00,
O3,2023-10-20T06:00:00+01:00,
O3,2023-10-20T07:00:00+01:00,
O3,2023-10-20T08:00:00+01:00,
O3,2023-10-20T09:00:00+01:00,
O3,2023-10-20T10:00:00+01:00,
O3,2023-10-20T11:00:00+01:00,
O3,2023-10-20T12:00:00+01:00,
O3,2023-10-20T13:00:00+01:00,
O3,2023-10-20T14:00:00+01:00,
O3,2023-10-20T15:00:00+01:00,
O3,2023-10-20T16:00:00+01:00,
O3,2023-10-20T17:00:00+01:00,
O3,2023-10-20T18:00:00+01:00,
O3,2023-10-20T19:00:00+01:00,
O3,2023-10-20T20:00:00+01:00,
O3,2023-10-20T21:00:00+01:00,
O3,2023-10-20T22:00:00+01:00,
O3,2023-10-20T23:00:00+01:00,
O3,2023-10-21T00:00:00+01:00,
O3,2023-10-21T01:00:00+01:00,
O3,2023-10-21T02:00:00+01:00,
O3,2023-10-21T03:00:00+01:00,
O3,2023-10-21T04:00:00+01:00,
O3,2023-10-21T05:00:00+01:00,
O3,2023-10-21T06:00:00+01:00,
O3,2023-10-21T07:00:00+01:00,
O3,2023-10-21T08:00:00+01:00,
O3,2023-10-21T09:00:00+01:00,
O3,2023-10-21T10:00:00+01:00,
O3,2023-10-21T11:00:00+01:00,
O3,2023-10-21T12:00:00+01:00,
O3,2023-10-21T13:00:00+01:00,
O3,2023-10-21T14:00:00+01:00,
O3,2023-10-21T15:00:00+01:00,
O3,2023-10-21T16:00:00+01:00,
O3,2023-10-21T17:00:00+01:00,
O3,2023-10-21T18:00:00+01:00,
O3,2023-10-21T19:00:00+01:00,
O3,2023-10-21T20:00:00+01:00,
O3,2023-10-21T21:00:00+01:00,
O3,2023-10-21T22:00:00+01:00,
O3,2023-10-21T23:00:00+01:00,
O3,2023-10-22T00:00:00+01:00,
O3,2023-10-22T01:00:00+01:00,
O3,2023-10-22T02:00:00+01:00,
O3,2023-10-22T03:00:00+01:00,
O3,2023-10-22T04:00:00+01:00,
O3,2023-10-22T05:00:00+01:00,
O3,2023-10-22T06:00:00+01:00,
O3,2023-10-22T07:00:00+01:00,
O3,2023-10-22T08:00:00+01:00,
O3,2023-10-22T09:00:00+01:00,
O3,2023-10-22T10:00:00+01:00,
O3,2023-10-22T11:00:00+01:00,
O3,2023-10-22T12:00:00+01:00,
O3,2023-10-22T13:00:00+01:00,
O3,2023-10-22T14:00:00+01:00,
O3,2023-10-22T15:00:00+01:00,
O3,2023-10-22T16:00:00+01:00,
O3,2023-10-22T17:00:00+01:00,
O3,2023-10-22T18:00:00+01:00,
O3,2023-10-22T19:00:00+01:00,
O3,2023-10-22T20:00:00+01:00,
O3,2023-10-22T21:00:00+01:00,
O3,2023-10-22T22:00:00+01:00,
O3,2023-10-22T23:00:00+01:00,
O3,2023-10-23T00:00:00+01:00,
O3,2023-10-23T01:00:00+01:00,
O3,2023-10-23T02:00:00+01:00,
O3,2023-10-23T03:00:00+01:00,
O3,2023-10-23T04:00:00+01:00,
O3,2023-10-23T05:00:00+01:00,0.39
O3,2023-10-23T06:00:00+01:00,1.36
O3,2023-10-23T07:00:00+01:00,2.22
O3,2023-10-23T08:00:00+01:00,5.1
O3,2023-10-23T09:00:00+01:00,8.61
O3,2023-10-23T10:00:00+01:00,14.28
O3,2023-10-23T11:00:00+01:00,18.44
O3,2023-10-23T12:00:00+01:00,23.68
O3,2023-10-23T13:00:00+01:00,27.35
O3,2023-10-23T14:00:00+01:00,
O3,2023-10-23T15:00:00+01:00,
O3,2023-10-23T16:00:00+01:00,
O3,2023-10-23T17:00:00+01:00,18.78
O3,2023-10-23T18:00:00+01:00,20.6
O3,2023-10-23T19:00:00+01:00,26.63
O3,2023-10-23T20:00:00+01:00,28.68
O3,2023-10-23T21:00:00+01:00,29.02
O3,2023-10-23T22:00:00+01:00,29.24
O3,2023-10-23T23:00:00+01:00,27.51
O3,2023-10-24T00:00:00+01:00,31.66
O3,2023-10-24T01:00:00+01:00,38.33
O3,2023-10-24T02:00:00+01:00,33.89
O3,2023-10-24T03:00:00+01:00,29.81
O3,2023-10-24T04:00:00+01:00,29.41
O3,2023-10-24T05:00:00+01:00,29.97
O3,2023-10-24T06:00:00+01:00,23.0
O3,2023-10-24T07:00:00+01:00,18.64
O3,2023-10-24T08:00:00+01:00,15.75
O3,2023-10-24T09:00:00+01:00,21.0
O3,2023-10-24T10:00:00+01:00,26.58
O3,2023-10-24T11:00:00+01:00,34.63
O3,2023-10-24T12:00:00+01:00,34.65
O3,2023-10-24T13:00:00+01:00,33.59
O3,2023-10-24T14:00:00+01:00,38.04
O3,2023-10-24T15:00:00+01:00,41.02
O3,2023-10-24T16:00:00+01:00,35.1
O3,2023-10-24T17:00:00+01:00,45.53
O3,2023-10-24T18:00:00+01:00,58.13
O3,2023-10-24T19:00:00+01:00,53.39
O3,2023-10-24T20:00:00+01:00,42.0
O3,2023-10-24T21:00:00+01:00,38.06
O3,2023-10-24T22:00:00+01:00,35.24
O3,2023-10-24T23:00:00+01:00,34.16
O3,2023-10-25T00:00:00+01:00,36.99
O3,2023-10-25T01:00:00+01:00,29.16
O3,2023-10-25T02:00:00+01:00,21.53
O3,2023-10-25T03:00:00+01:00,20.23
O3,2023-10-25T04:00:00+01:00,20.79
O3,2023-10-25T05:00:00+01:00,20.01
O3,2023-10-25T06:00:00+01:00,14.91
O3,2023-10-25T07:00:00+01:00,11.14
O3,2023-10-25T08:00:00+01:00,5.3
O3,2023-10-25T09:00:00+01:00,7.88
O3,2023-10-25T10:00:00+01:00,10.41
O3,2023-10-25T11:00:00+01:00,9.76
O3,2023-10-25T12:00:00+01:00,10.7
O3,2023-10-25T13:00:00+01:00,11.86
O3,2023-10-25T14:00:00+01:00,10.49
O3,2023-10-25T15:00:00+01:00,12.43
O3,2023-10-25T16:00:00+01:00,21.86
O3,2023-10-25T17:00:00+01:00,23.72
O3,2023-10-25T18:00:00+01:00,21.56
O3,2023-10-25T19:00:00+01:00,22.16
O3,2023-10-25T20:00:00+01:00,24.99
O3,2023-10-25T21:00:00+01:00,22.98
O3,2023-10-25T22:00:00+01:00,22.25
O3,2023-10-25T23:00:00+01:00,24.98
O3,2023-10-26T00:00:00+01:00,24.53
O3,2023-10-26T01:00:00+01:00,25.16
O3,2023-10-26T02:00:00+01:00,13.37
O3,2023-10-26T03:00:00+01:00,5.71
O3,2023-10-26T04:00:00+01:00,2.09
O3,2023-10-26T05:00:00+01:00,-0.26
O3,2023-10-26T06:00:00+01:00,-0.01
O3,2023-10-26T07:00:00+01:00,-0.84
O3,2023-10-26T08:00:00+01:00,-0.3
O3,2023-10-26T09:00:00+01:00,4.49
O3,2023-10-26T10:00:00+01:00,11.5
O3,2023-10-26T11:00:00+01:00,16.51
O3,2023-10-26T12:00:00+01:00,24.87
O3,2023-10-26T13:00:00+01:00,30.21
O3,2023-10-26T14:00:00+01:00,35.04
O3,2023-10-26T15:00:00+01:00,32.55
O3,2023-10-26T16:00:00+01:00,26.81
O3,2023-10-26T17:00:00+01:00,20.29
O3,2023-10-26T18:00:00+01:00,24.24
O3,2023-10-26T19:00:00+01:00,25.28
O3,2023-10-26T20:00:00+01:00,28.52
O3,2023-10-26T21:00:00+01:00,24.88
O3,2023-10-26T22:00:00+01:00,19.66
O3,2023-10-26T23:00:00+01:00,13.19
O3,2023-10-27T00:00:00+01:00,9.51
O3,2023-10-27T01:00:00+01:00,11.78
O3,2023-10-27T02:00:00+01:00,12.59
O3,2023-10-27T03:00:00+01:00,
O3,2023-10-27T04:00:00+01:00,21.0
O3,2023-10-27T05:00:00+01:00,16.45
O3,2023-10-27T06:00:00+01:00,16.27
O3,2023-10-27T07:00:00+01:00,8.4
O3,2023-10-27T08:00:00+01:00,2.41
O3,2023-10-27T09:00:00+01:00,2.58
O3,2023-10-27T10:00:00+01:00,4.59
O3,2023-10-27T11:00:00+01:00,10.44
O3,2023-10-27T12:00:00+01:00,14.03
O3,2023-10-27T13:00:00+01:00,24.53
O3,2023-10-27T14:00:00+01:00,32.02
O3,2023-10-27T15:00:00+01:00,34.39
O3,2023-10-27T16:00:00+01:00,39.67
O3,2023-10-27T17:00:00+01:00,42.38
O3,2023-10-27T18:00:00+01:00,42.54
O3,2023-10-27T19:00:00+01:00,32.6
O3,2023-10-27T20:00:00+01:00,13.04
O3,2023-10-27T21:00:00+01:00,9.61
O3,2023-10-27T22:00:00+01:00,11.03
O3,2023-10-27T23:00:00+01:00,11.19
O3,2023-10-28T00:00:00+01:00,15.14
O3,2023-10-28T01:00:00+01:00,21.41
O3,2023-10-28T02:00:00+01:00,24.72
O3,2023-10-28T03:00:00+01:00,18.5
O3,2023-10-28T04:00:00+01:00,21.15
O3,2023-10-28T05:00:00+01:00,30.44
O3,2023-10-28T06:00:00+01:00,48.48
O3,2023-10-28T07:00:00+01:00,47.07
O3,2023-10-28T08:00:00+01:00,44.15
O3,2023-10-28T09:00:00+01:00,41.98
O3,2023-10-28T10:00:00+01:00,42.37
O3,2023-10-28T11:00:00+01:00,45.66
O3,2023-10-28T12:00:00+01:00,48.66
O3,2023-10-28T13:00:00+01:00,54.28
O3,2023-10-28T14:00:00+01:00,58.8
O3,2023-10-28T15:00:00+01:00,60.4
O3,2023-10-28T16:00:00+01:00,60.87
O3,2023-10-28T17:00:00+01:00,53.06
O3,2023-10-28T18:00:00+01:00,46.4
